"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"P&C Federation of WA","Schools & Education Networks (non-school orgs)","West Perth","6005","WA","10 Ord Street","City of Perth","(08) 9380 7200","info@pandc.wa.edu.au","https://www.pandc.wa.edu.au","","schools,P&C,parents,community","peak body for WA school parent and community groups; connects to autism workshop audiences","https://www.pandc.wa.edu.au/contact/","2026-03-10","","","","true","valid"
"Curtin University Disability and Access","Schools & Education Networks (non-school orgs)","Bentley","6102","WA","Kent Street","City of Canning","(08) 9266 9266","disability@curtin.edu.au","https://www.curtin.edu.au/disability","","university,disability,access,higher education","Curtin University disability services; autistic students and staff","https://www.curtin.edu.au/accessibility/contact/","2026-03-10","","","","true","valid"
"Disability Services Australia (DSA) WA","Disability & NDIS Services","Osborne Park","6017","WA","3 Sundercombe Street","City of Stirling","(08) 9201 7500","dsa@dsa.org.au","https://www.dsa.org.au","","disability,NDIS,supported employment,day programs","disability services with WA presence; autism within service base","https://www.dsa.org.au/contact/","2026-03-10","","","","true","valid"
"Cerebral Palsy Alliance WA","Disability & NDIS Services","Subiaco","6008","WA","11a Dodd Street","City of Subiaco","(08) 9244 1777","wa@cpa.org.au","https://www.cerebralpalsy.org.au","","cerebral palsy,NDIS,therapy,disability","WA office of CPA; OT and allied health relevant to autism co-occurring conditions","https://www.cerebralpalsy.org.au/contact-us/","2026-03-10","","","","true","valid"
"Vision Australia WA","Disability & NDIS Services","Jolimont","6014","WA","189 Royal Street","City of Subiaco","(08) 9311 8888","info@visionaustralia.org","https://www.visionaustralia.org","","vision impairment,disability,NDIS","dual diagnosis in autism common; community connection relevant","https://www.visionaustralia.org/contact-us","2026-03-10","","","","true","valid"
"Senses Australia","Disability & NDIS Services","Jolimont","6014","WA","8 Hood Street","City of Subiaco","(08) 9473 5000","info@senses.org.au","https://www.senses.org.au","","deafblind,disability,NDIS,allied health","WA disability services for sensory impairment; autism sensory overlap relevant","https://www.senses.org.au/contact-us/","2026-03-10","","","","true","valid"
"Lotterywest","Community Centres & Neighbourhood Houses","Perth","6000","WA","Lotterywest House / 2 Lotteries House Drive","City of Perth","(08) 9488 6000","enquiries@lotterywest.wa.gov.au","https://www.lotterywest.wa.gov.au","","grants,community funding,WA","lottery funds community programs; key funding partner for autism workshops","https://www.lotterywest.wa.gov.au/contact","2026-03-10","","","","true","valid"
"Volunteering WA","Community Centres & Neighbourhood Houses","Perth","6000","WA","Level 5 / 8 Mill Street","City of Perth","(08) 9482 4333","info@volunteeringwa.org.au","https://www.volunteeringwa.org.au","","volunteering,community,engagement","community volunteer networks across WA; promotes community events and workshops","https://www.volunteeringwa.org.au/contact-us","2026-03-10","","","","true","valid"
"WA Sports Federation","Sport, Recreation & Inclusion Programs","Claremont","6010","WA","Perry Lakes Drive","Town of Claremont","(08) 9387 9800","wasf@wasf.com.au","https://www.wasf.com.au","","sport,recreation,inclusion,community","peak body for WA sport; inclusive sport programs relevant to autism families","https://www.wasf.com.au/contact/","2026-03-10","","","","true","valid"
"Disability Sport and Recreation WA","Sport, Recreation & Inclusion Programs","Mount Claremont","6010","WA","1 Doreen Street","Town of Claremont","(08) 9275 7000","info@dsrwa.org.au","https://www.dsrwa.org.au","","disability sport,recreation,inclusion,NDIS","peak body for disability sport in WA; autism-friendly sport programs","https://www.dsrwa.org.au/contact/","2026-03-10","","","","true","valid"
"Special Olympics WA","Sport, Recreation & Inclusion Programs","Osborne Park","6017","WA","PO Box 2028","City of Stirling","(08) 9387 8633","specialolympicswa@specialolympics.org.au","https://www.specialolympicswa.org.au","","special olympics,disability sport,inclusion","intellectual disability sport including autism; community connection","https://www.specialolympicswa.org.au/contact/","2026-03-10","","","","true","valid"
"Riding for the Disabled WA","Sport, Recreation & Inclusion Programs","Caversham","6055","WA","Bells Rapids Road","City of Swan","(08) 9297 2411","admin@rdawa.org.au","https://www.rdawa.org.au","","equine therapy,disability,sport,recreation","equine-assisted therapy popular with autistic children; community connection","https://www.rdawa.org.au/contact/","2026-03-10","","","","true","valid"
"Surf Life Saving WA (Inclusion Programs)","Sport, Recreation & Inclusion Programs","Scarborough","6019","WA","West Coast Drive","City of Stirling","(08) 9207 7000","info@slswa.com.au","https://www.slswa.com.au","","lifesaving,beach,inclusion,sport","runs inclusive beach programs; autism-friendly community sport","https://www.slswa.com.au/contact","2026-03-10","","","","true","valid"
"Autism Sport WA","Sport, Recreation & Inclusion Programs","Perth","6000","WA","","City of Perth","","","https://www.autismsportwa.org.au","","autism sport,inclusion,recreation","autism-specific sport programs in WA; highly targeted audience for workshops","https://www.autismsportwa.org.au/contact/","2026-03-10","","","","true","missing"
"7 News Perth","Local Media & Community Promotion Channels","Perth","6000","WA","155 Stirling Street","City of Perth","(08) 9344 0777","","https://7news.com.au/perth","","media,TV,news,Perth","major Perth TV news outlet; community story promotion for autism workshops","https://7news.com.au/contact-us","2026-03-10","","","","true","missing"
"Nine News Perth","Local Media & Community Promotion Channels","Perth","6000","WA","22 Hasler Road","City of Stirling","(08) 9449 9999","","https://www.9news.com.au/perth","","media,TV,news,Perth","Nine Network Perth; community news and stories for autism outreach","https://www.9news.com.au/perth","2026-03-10","","","","true","missing"
"ABC Perth (720 ABC)","Local Media & Community Promotion Channels","Perth","6000","WA","30 Fielder Street","City of Perth","(08) 9220 2700","","https://www.abc.net.au/perth","","media,radio,community,public broadcaster","ABC Perth radio; public broadcaster; community service announcements","https://www.abc.net.au/perth/contact/","2026-03-10","","","","true","missing"
"RTRfm 92.1","Local Media & Community Promotion Channels","Perth","6004","WA","139 Royal Street","City of Perth","(08) 9260 1221","rtr@rtrfm.com.au","https://www.rtrfm.com.au","","community radio,Perth,music,culture","Perth community radio; strong community engagement and event promotion","https://www.rtrfm.com.au/contact/","2026-03-10","","","","true","valid"
"Community Broadcasting Association (CBAA) WA Members","Local Media & Community Promotion Channels","Perth","6000","WA","","City of Perth","","","https://www.cbaa.org.au","","community radio,media,community","WA community radio stations; effective for community workshop promotion","https://www.cbaa.org.au/contact","2026-03-10","","","","true","missing"
"Perth Now (Community Notices)","Local Media & Community Promotion Channels","Perth","6000","WA","34 Stirling Street","City of Perth","(08) 9482 3111","","https://www.perthnow.com.au","","news,Perth,community notices","online news; community section for event listings","https://www.perthnow.com.au/contact-us","2026-03-10","","","","true","missing"
"Bunbury Regional Community Services","Community Centres & Neighbourhood Houses","Bunbury","6230","WA","36 Victoria Street","City of Bunbury","(08) 9791 6444","info@brcs.org.au","https://www.brcs.org.au","","community hub,south west,family services","regional community services in Bunbury; families and disability sector","https://www.brcs.org.au/contact/","2026-03-10","","","","true","valid"
"Bunbury Regional Library","Councils & Libraries","Bunbury","6230","WA","15 Stephen Street","City of Bunbury","(08) 9792 7290","library@bunbury.wa.gov.au","https://www.bunbury.wa.gov.au/library","","library,southwest,community programs","regional library in Bunbury southwest WA; community events and family programs","https://www.bunbury.wa.gov.au/contact","2026-03-10","","","","true","valid"
"Bunbury Headspace","Youth Services","Bunbury","6230","WA","Suite 4 / 4 Symmons Street","City of Bunbury","(08) 9721 5444","","https://headspace.org.au/headspace-centres/bunbury/","","youth mental health,regional,southwest","headspace Bunbury; youth services for southwest WA including autistic youth","https://headspace.org.au/headspace-centres/bunbury/","2026-03-10","","","","true","missing"
"Centrecare Bunbury","NGOs/Charities (family, disability, mental health)","Bunbury","6230","WA","19 Wellington Street","City of Bunbury","(08) 9725 2611","bunbury@centrecare.com.au","https://www.centrecare.com.au","","family services,counselling,disability,regional","community services in southwest WA including disability and family counselling","https://www.centrecare.com.au/contact/","2026-03-10","","","","true","valid"
"SERCDA (South East Regional Centre for Human Advancement)","Community Centres & Neighbourhood Houses","Bunbury","6230","WA","17 Clifton Street","City of Bunbury","(08) 9791 0411","sercda@sercda.com.au","https://www.sercda.com.au","","community development,training,regional,southwest","community development and training in southwest WA; workshop partnership potential","https://www.sercda.com.au/contact/","2026-03-10","","","","true","valid"
"Geraldton Resource Centre","Community Centres & Neighbourhood Houses","Geraldton","6530","WA","16 Chapman Road","City of Greater Geraldton","(08) 9964 2742","info@grc.org.au","https://www.grc.org.au","","community hub,Mid West,regional,resource centre","community resource centre in Geraldton Mid West region; disability and family services","https://www.grc.org.au/contact/","2026-03-10","","","","true","valid"
"Midwest Multicultural Association","Multicultural & Settlement Services","Geraldton","6530","WA","50 Durlacher Street","City of Greater Geraldton","(08) 9964 4150","info@mwa.org.au","https://www.mwa.org.au","","multicultural,Mid West,settlement,CALD","multicultural services in Mid West region; autism awareness in CALD families","https://www.mwa.org.au/contact/","2026-03-10","","","","true","valid"
"City of Greater Geraldton Library","Councils & Libraries","Geraldton","6530","WA","114 Marine Terrace","City of Greater Geraldton","(08) 9956 6600","library@cgg.wa.gov.au","https://www.cgg.wa.gov.au/library","","library,Mid West,community programs","regional library in Geraldton; serves families and community across Mid West","https://www.cgg.wa.gov.au/contact","2026-03-10","","","","true","valid"
"Goldfields Community Centre (Kalgoorlie)","Community Centres & Neighbourhood Houses","Kalgoorlie","6430","WA","408 Hannan Street","City of Kalgoorlie-Boulder","(08) 9021 4645","","https://www.ckb.wa.gov.au/community","","community hub,Goldfields,regional","Goldfields community centre; regional hub for families and disability sector","https://www.ckb.wa.gov.au/contact","2026-03-10","","","","true","missing"
"Goldfields Women's Centre","Parent/Carer Support Organisations","Kalgoorlie","6430","WA","190 Dugan Street","City of Kalgoorlie-Boulder","(08) 9091 1104","gwc@goldfieldscentre.org.au","https://www.goldfieldscentre.org.au","","women,family support,regional,Goldfields","women and family support in Kalgoorlie-Boulder; autistic children in regional families","https://www.goldfieldscentre.org.au/contact/","2026-03-10","","","","true","valid"
"Kalgoorlie Regional Library","Councils & Libraries","Kalgoorlie","6430","WA","Dugan Street","City of Kalgoorlie-Boulder","(08) 9021 9600","library@ckb.wa.gov.au","https://www.ckb.wa.gov.au/library","","library,Goldfields,regional,community programs","regional library Kalgoorlie; community information hub","https://www.ckb.wa.gov.au/contact","2026-03-10","","","","true","valid"
"Headspace Kalgoorlie","Youth Services","Kalgoorlie","6430","WA","Dugan Street","City of Kalgoorlie-Boulder","(08) 9021 5444","","https://headspace.org.au/headspace-centres/kalgoorlie/","","youth mental health,regional,Goldfields","headspace Kalgoorlie; youth services for Goldfields region","https://headspace.org.au/headspace-centres/kalgoorlie/","2026-03-10","","","","true","missing"
"Broome Regional Library","Councils & Libraries","Broome","6725","WA","Weld Street","Shire of Broome","(08) 9191 3600","library@broome.wa.gov.au","https://www.broome.wa.gov.au/library","","library,Kimberley,regional,community programs","regional library in Broome; connects to Kimberley community including Aboriginal families","https://www.broome.wa.gov.au/contact","2026-03-10","","","","true","valid"
"Kimberley Community Legal Services","NGOs/Charities (family, disability, mental health)","Broome","6725","WA","7 Napier Terrace","Shire of Broome","(08) 9193 1044","kcls@kcls.org.au","https://www.kcls.org.au","","legal,community services,Kimberley,regional","community legal services Kimberley; vulnerable families including those with autistic members","https://www.kcls.org.au/contact/","2026-03-10","","","","true","valid"
"Bloodwood Tree Association (Kalgoorlie)","Aboriginal & Torres Strait Islander Services","Kalgoorlie","6430","WA","5 Malcolm Street","City of Kalgoorlie-Boulder","(08) 9021 8444","info@bloodwoodtree.org.au","https://www.bloodwoodtree.org.au","","Aboriginal,homelessness,Goldfields,community services","Aboriginal homelessness and community services in Goldfields; disability within service base","https://www.bloodwoodtree.org.au/contact/","2026-03-10","","","","true","valid"
"Carers WA Bunbury","Parent/Carer Support Organisations","Bunbury","6230","WA","Suite 4 / 7 Clarke Street","City of Bunbury","(08) 9726 7888","","https://www.carerswa.com.au","","carers,southwest,regional,family support","Carers WA office in Bunbury; regional support for carers of autistic people","https://www.carerswa.com.au/contact-us","2026-03-10","","","","true","missing"
"Advocacy WA (Citizen Advocacy)","Parent/Carer Support Organisations","West Perth","6005","WA","1 Nash Street","City of Perth","(08) 9420 7279","admin@advocacywa.org.au","https://www.advocacywa.org.au","","advocacy,disability,rights,NDIS","disability rights advocacy for people with disability in WA; autism families supported","https://www.advocacywa.org.au/contact/","2026-03-10","","","","true","valid"
"People With Disabilities WA (PWdWA)","Disability & NDIS Services","Perth","6000","WA","1 Nash Street","City of Perth","(08) 9420 7279","info@pwdwa.org","https://www.pwdwa.org","","disability,rights,advocacy","peak body for people with disabilities in WA; autism rights and advocacy","https://www.pwdwa.org/contact/","2026-03-10","","","","true","valid"
"Inclusion WA","Disability & NDIS Services","Bentley","6102","WA","33 Outram Street","City of Canning","(08) 9472 9555","inclusion@inclusionwa.org.au","https://www.inclusionwa.org.au","","intellectual disability,inclusion,community,NDIS","disability inclusion services across WA; supports autistic people in community participation","https://www.inclusionwa.org.au/contact/","2026-03-10","","","","true","valid"
"AutismConnect (Telethon Kids resource)","Disability & NDIS Services","Nedlands","6009","WA","15 Hospital Avenue","City of Perth","(08) 6319 1000","","https://www.autismconnect.org.au","","autism,online resource,information","national autism information hub based at Telethon Kids; WA connection for families","https://www.autismconnect.org.au/contact/","2026-03-10","","","","true","missing"
"Yorganop Child Care (Aboriginal-controlled)","Aboriginal & Torres Strait Islander Services","Bentley","6102","WA","10 Outram Street","City of Canning","(08) 9472 6566","yorganop@yorganop.org.au","https://www.yorganop.org.au","","Aboriginal,early childhood,childcare,community","Aboriginal community controlled childcare in Perth; early autism support relevant","https://www.yorganop.org.au/contact/","2026-03-10","","","","true","valid"
"Gawooleng Yawoodeng (Aboriginal Hostels)","Aboriginal & Torres Strait Islander Services","Perth","6000","WA","3 Short Street","City of Perth","(08) 9221 1555","","https://www.ahl.gov.au","","Aboriginal,accommodation,regional visitors","Aboriginal hostel Perth; regional Aboriginal families visiting Perth for health appointments","https://www.ahl.gov.au/hostel/perth","2026-03-10","","","","true","missing"
"Anglican Community Fund WA","Faith-Based Community Organisations","Perth","6000","WA","GPO Box M971","City of Perth","(08) 9425 7200","acf@perth.anglican.org","https://www.perth.anglican.org","","Anglican,faith-based,community grants","community grants and support through Anglican Church WA","https://www.perth.anglican.org/contact","2026-03-10","","","","true","valid"
"Uniting Church in Australia WA","Faith-Based Community Organisations","Perth","6000","WA","22 Emerald Terrace","City of Perth","(08) 9260 9800","reception@wa.uca.org.au","https://www.wa.uca.org.au","","Uniting Church,faith-based,community,social services","Uniting Church WA; community outreach and social services; disability and family focus","https://www.wa.uca.org.au/contact/","2026-03-10","","","","true","valid"
"Perth Muslim Community Centre","Faith-Based Community Organisations","Langford","6147","WA","21 Whitfield Street","City of Gosnells","(08) 9258 6682","info@muslimcommunity.com.au","https://www.muslimcommunity.com.au","","Muslim,faith-based,multicultural,community","Muslim community centre Perth; inclusive community programs for families","https://www.muslimcommunity.com.au/contact/","2026-03-10","","","","true","valid"
"Autism Plus WA (formerly YMCA disability programs)","Sport, Recreation & Inclusion Programs","Perth","6000","WA","","City of Perth","(08) 9260 9600","","https://www.ymcawa.org.au","","autism,sport,recreation,inclusion","YMCA autism-specific inclusive programs across WA; direct audience for workshop promotion","https://www.ymcawa.org.au/autism","2026-03-10","","","","true","missing"
"Basketball WA (Inclusion Programs)","Sport, Recreation & Inclusion Programs","Perth","6000","WA","390 Collier Road","Town of Bassendean","(08) 9387 0400","info@basketballwa.asn.au","https://www.basketballwa.asn.au","","basketball,sport,inclusion,disability","Basketball WA inclusivity programs; autism-friendly programs growing in WA","https://www.basketballwa.asn.au/contact/","2026-03-10","","","","true","valid"
"Ability Centre WA","Allied Health (OT, Speech, Psych)","Mount Hawthorn","6016","WA","106 Woodville Street","City of Vincent","(08) 9443 0211","info@abilitycentre.com.au","https://www.abilitycentre.com.au","","OT,speech,therapy,NDIS,disability","major WA allied health and disability services provider for children and adults","https://www.abilitycentre.com.au/contact/","2026-03-10","","","","true","valid"
"Child and Adolescent Health Service WA (CAHS)","Allied Health (OT, Speech, Psych)","Subiaco","6008","WA","Roberts Road","City of Subiaco","(08) 9340 8222","","https://www.cahs.health.wa.gov.au","","child health,adolescent,government,NDIS","government child and adolescent health; autism assessment and early intervention","https://www.cahs.health.wa.gov.au/Contact-Us","2026-03-10","","","","true","missing"
"Autism Connect WA (Disability Awareness WA)","Disability & NDIS Services","Perth","6000","WA","","City of Perth","","","https://www.disabilityawarenesswa.org.au","","autism,awareness,community,disability","disability awareness programs in WA; autism-specific workshops","https://www.disabilityawarenesswa.org.au/contact/","2026-03-10","","","","true","missing"
