"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"Meridian ACT","Health Services & Primary Health Networks","Canberra City","2601","ACT","Canberra City, Unincorporated ACT","","","https://www.meridianact.org.au","","LGBTIQA+;health;wellbeing;community;counselling","Peer-led LGBTIQA+ health organisation — important for autism workshop promotion given elevated autism prevalence in LGBTIQA+ communities.","https://www.meridianact.org.au/","2026-03-10","Provides sexual health; HIV; counselling; and community connection services.","","","","true","missing"
"Canberra Southern Cross Club","Sport, Recreation & Inclusion Programs","Woden","2606","ACT","92-96 Corinna Street, Unincorporated ACT","02 6283 7200","events@cscc.com.au","https://www.cscc.com.au","https://www.cscc.com.au/contact/","club;recreation;community;sport;venue","Major community club network with social programs — a potential venue partner for autism workshop events in south Canberra.","https://www.cscc.com.au/contact/","2026-03-10","Not-for-profit club with Woden; Jamison; Tuggeranong and Yacht Club venues.","","","","true","valid"
"Gungahlin Community Council","Community Centres & Neighbourhood Houses","Gungahlin","2912","ACT","Gungahlin, Unincorporated ACT","","","https://gcc.asn.au","https://gcc.asn.au/contact/","community council;Gungahlin;north Canberra;advocacy;residents","Voice for north Canberra community — can promote autism workshops to fast-growing Gungahlin suburb families.","https://gcc.asn.au/contact/","2026-03-10","Volunteer community organisation advocating for Gungahlin residents.","","","","true","missing"
"Tuggeranong Community Council","Community Centres & Neighbourhood Houses","Greenway","2900","ACT","PO Box 436 Erindale Centre, Unincorporated ACT","","info@tuggeranong.org.au","https://www.tuggeranong.org.au","","community;Tuggeranong;south Canberra;advocacy;residents","Represents south Canberra communities — can help promote autism workshops and events in Tuggeranong districts.","https://www.tuggeranong.org.au/","2026-03-10","Volunteer community organisation.","","","","true","valid"
"Belconnen Community Council","Community Centres & Neighbourhood Houses","Belconnen","2617","ACT","PO Box 1131 Belconnen, Unincorporated ACT","0438 458 220","hello@belcouncil.org.au","https://belconnen.org.au","https://belconnen.org.au/contact-us/","community;Belconnen;north west Canberra;advocacy","Volunteer community organisation for Belconnen district — can promote autism workshops across the Belconnen area.","https://belconnen.org.au/contact-us/","2026-03-10","Voluntary community group — not a government council.","","","","true","valid"
"Cranleigh School (Specialist)","Schools & Education Networks (non-school orgs)","Lyneham","2602","ACT","Cnr Lyneham Drive & Brierly Street, Unincorporated ACT","02 6142 0444","info@cranleighps.act.edu.au","https://www.cranleighps.act.edu.au","","specialist school;autism;disability;education;Preschool-Year6","Specialist school for students with significant intellectual disabilities and autism in north Canberra — a direct link to families of autistic children.","https://www.cranleighps.act.edu.au/","2026-03-10","Serves students preschool to Year 6 living north of Lake Burley Griffin.","","","","true","valid"
"Namadgi School","Schools & Education Networks (non-school orgs)","Kambah","2902","ACT","141 O'Halloran Circuit, Unincorporated ACT","02 6142 0900","","https://www.namadgi.act.edu.au","https://www.namadgi.act.edu.au/contact_us","school;disability;Kambah;Tuggeranong;inclusion","Public school in south Canberra with disability support program — useful contact for autism workshop promotion to families in that area.","https://www.namadgi.act.edu.au/contact_us","2026-03-10","P-10 school with disability support program.","","","","true","missing"
"Malkara Specialist School","Schools & Education Networks (non-school orgs)","Holt","2615","ACT","Oaks Estate Holt, Unincorporated ACT","","","https://www.malkara.act.edu.au","","specialist school;autism;disability;southside;Preschool-Year6","ACT specialist school for students with intellectual disability and autism south of the lake — key contact for south Canberra families.","https://www.education.act.gov.au/support-for-our-students/students-with-disability/specialist-schools","2026-03-10","Specialist school preschool to year 6 in southside.","","","","true","missing"
"The Woden School (Specialist)","Schools & Education Networks (non-school orgs)","Garran","2605","ACT","Yamba Drive Garran, Unincorporated ACT","","","https://www.woden.act.edu.au","","specialist school;autism;disability;secondary;southside","Specialist secondary school for students with intellectual disability south of the lake — important for families with autistic teenagers.","https://www.education.act.gov.au/support-for-our-students/students-with-disability/specialist-schools","2026-03-10","Serves years 7-12 southside.","","","","true","missing"
"Black Mountain School (Specialist)","Schools & Education Networks (non-school orgs)","Acton","2601","ACT","Kingsley Street Acton, Unincorporated ACT","","","https://www.blackmountain.act.edu.au","","specialist school;autism;disability;secondary;northside","Specialist secondary school for north Canberra students with intellectual disability — key contact for north Canberra autism workshop referrals.","https://www.education.act.gov.au/support-for-our-students/students-with-disability/specialist-schools","2026-03-10","Serves years 7-12 northside.","","","","true","missing"
"Marymead CatholicCare — Autism Connect Service","Allied Health (OT, Speech, Psych)","Braddon","2612","ACT","51 Cooyong Street, Unincorporated ACT","1300 308 699","autismconnect@mccg.org.au","https://mccg.org.au/services/autism-connect/","","autism;helpline;information;referral;ACT","Delivers national Autism Connect helpline locally — primary referral service for autism information and workshop signposting in the ACT.","https://mccg.org.au/services/autism-connect/","2026-03-10","Free service 8am-7pm Mon-Fri. Partnership with Amaze national autism helpline.","","","","true","valid"
"Connect2Care (NDIS Allied Health)","Allied Health (OT, Speech, Psych)","Griffith","2603","ACT","Manuka (Griffith area), Unincorporated ACT","","","https://connect2care.com.au/locations/ndis-providers-act-canberra/","","OT;speech pathology;allied health;NDIS;therapy","NDIS allied health provider with practice hub in Manuka — can promote autism workshops to clients receiving OT and speech pathology.","https://connect2care.com.au/locations/ndis-providers-act-canberra/","2026-03-10","Registered NDIS provider offering mobile services across ACT.","","","","true","missing"
"Ability Action Australia (ACT)","Allied Health (OT, Speech, Psych)","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","1800 238 958","hello@abilityactionaustralia.com.au","https://abilityactionaustralia.com.au","","OT;speech pathology;psychology;NDIS;allied health","Registered NDIS therapy provider in ACT — relevant for autism workshop promotion to clients receiving early intervention and therapeutic supports.","https://abilityactionaustralia.com.au/our-offices/act/","2026-03-10","Provides OT; speech pathology; psychology and behaviour support across full ACT.","","","","true","valid"
"Canberra Community Music (FM100.3)","Local Media & Community Promotion Channels","Belconnen","2617","ACT","Belconnen ACT, Unincorporated ACT","","","https://www.2xx.org.au","","radio;community;promotion;Canberra;media","Community radio station — a free promotional channel for autism workshop events and community awareness campaigns.","https://www.2xx.org.au/","2026-03-10","2XX 98.3FM community radio station Canberra.","","","","true","missing"
"Communities@Work — Weston Creek Hub","Community Centres & Neighbourhood Houses","Weston Creek","2611","ACT","Weston Creek ACT, Unincorporated ACT","02 6293 6500","marketing@commsatwork.org","https://www.commsatwork.org","","community;Weston Creek;family;support;west Canberra","Communities@Work Weston Creek hub — serves families in west Canberra and can promote autism workshops to local community members.","https://www.commsatwork.org/","2026-03-10","Part of Communities@Work network.","","","","true","valid"
"Aspect Australia — ACT Region","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.aspect.org.au","https://www.aspect.org.au/contact-us","autism;NDIS;disability;schools;specialist","National autism service with ACT presence — strategic partner for autism workshop promotion and referrals.","https://www.aspect.org.au/contact-us","2026-03-10","Contact national office for ACT services via website. Runs specialist autism schools and programs.","","","","true","missing"
"ACT Down Syndrome & Intellectual Disability Association — DADI","NGOs/Charities (family, disability, mental health)","Pearce","2607","ACT","Building 2 Level 1 Pearce Community Centre, Unincorporated ACT","02 6290 0656","admin@actdsa.org.au","https://www.downsyndrome.org.au/act","","intellectual disability;Down syndrome;family;advocacy;community","Supports families of people with intellectual disabilities — overlapping networks with autism community for workshop promotion.","https://www.downsyndrome.org.au/act/","2026-03-10","Also known as ACTDSA.","","","","true","valid"
"People With Disabilities ACT (PWD ACT)","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://pwdact.org.au","","disability;advocacy;peak body;sport;community","Peak disability advocacy organisation in ACT — a key partner for autism workshop promotion through the disability community.","https://pwdact.org.au/","2026-03-10","Runs the Canberra PWDACT Sporting Network.","","","","true","missing"
"Northcott (Canberra)","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","1800 818 286","","https://northcott.com.au/locations/northcott-canberra/","","NDIS;disability;support coordination;therapy;community","NDIS disability service provider with Canberra office — can promote autism workshops through their support coordination clients.","https://northcott.com.au/locations/northcott-canberra/","2026-03-10","On-site parking available. Walk-ins welcome.","","","","true","missing"
"Canberra Alliance for Participatory Democracy (CAPaD)","Community Centres & Neighbourhood Houses","Canberra City","2601","ACT","Canberra City ACT, Unincorporated ACT","","","https://canberra-alliance.org.au","","community;democracy;civic;advocacy;public","Community civic organisation — can support autism workshop promotion through community engagement networks.","https://canberra-alliance.org.au/","2026-03-10","Volunteer community organisation promoting civic engagement.","","","","true","missing"
"North Canberra Community Council","Community Centres & Neighbourhood Houses","Dickson","2602","ACT","Dickson ACT, Unincorporated ACT","","","https://www.northcanberra.org.au","","community;inner north;Dickson;advocacy;residents","Represents inner-north Canberra communities — a useful promotion channel for autism workshops in inner north suburbs.","https://www.northcanberra.org.au/","2026-03-10","Volunteer community council representing inner north Canberra.","","","","true","missing"
"Menslink ACT (Holder)","Youth Services","Holder","2611","ACT","Holder ACT, Unincorporated ACT","02 6239 4699","","https://menslink.org.au","","youth;young men;mental health;mentoring;Holder","Mentoring and counselling for young men 10-25 — important for autism workshop promotion to young autistic males and their families.","https://menslink.org.au/","2026-03-10","Also runs workplace mental health programs.","","","","true","missing"
"ACT Human Rights Commission — Disability Services","Disability & NDIS Services","Canberra City","2601","ACT","Canberra City ACT, Unincorporated ACT","02 6205 2222","","https://www.hrc.act.gov.au","","human rights;disability;complaints;advocacy;government","Independent statutory body protecting human rights — relevant for promoting autism workshops about rights and advocacy.","https://www.hrc.act.gov.au/disability/disability-services","2026-03-10","Handles complaints about disability services and discrimination in ACT.","","","","true","missing"
"Canberra Jewish Community Council","Faith-Based Community Organisations","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.jewishcanberra.com","","faith;Jewish;multicultural;community;inclusion","Represents the Canberra Jewish community — can promote autism workshops to Jewish families and networks.","https://www.jewishcanberra.com/","2026-03-10","Representative body for Canberra's Jewish community.","","","","true","missing"
"Canberra Deaf Club","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.canberradeafclub.org.au","","deaf;hearing impaired;community;social;inclusion","Social club for deaf and hard of hearing people — relevant for inclusive autism workshops accessible to deaf-autistic participants.","https://www.canberradeafclub.org.au/","2026-03-10","Community social organisation.","","","","true","missing"
"Sexual Health & Family Planning ACT (SHFPACT)","Health Services & Primary Health Networks","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.shfpact.org.au","","sexual health;family planning;health;women;community","Provides sexual health education — important for autism workshops covering relationships and sexual health education for autistic people.","https://www.shfpact.org.au/","2026-03-10","Health promotion and education services.","","","","true","missing"
"Beryl Women Inc. — Tuggeranong","NGOs/Charities (family, disability, mental health)","Dickson","2602","ACT","PO Box 355 Dickson, Unincorporated ACT","02 6230 6900","admin@beryl.org.au","https://www.beryl.org.au","","women;crisis;DFV;family;support","Crisis accommodation and support services for women and children — autism workshops on safety and family matters are relevant to their clients.","https://www.beryl.org.au/contacts/","2026-03-10","Same contact as main Beryl Women Inc. entry.","","","","true","valid"
"Healthdirect Australia (ACT helpline)","Health Services & Primary Health Networks","Canberra City","2601","ACT","ACT, Unincorporated ACT","1800 022 222","","https://www.healthdirect.gov.au","","health;phone advice;24 hour;telehealth;referral","National health information line widely used in ACT — a channel for directing people to autism support services and workshops.","https://www.healthdirect.gov.au/","2026-03-10","24-hour nurse-on-call service. Also provides online health services directory.","","","","true","missing"
"Canberra YMCA — Chifley Health & Fitness","Sport, Recreation & Inclusion Programs","Chifley","2606","ACT","Unit 9 71 Maclaurin Crescent, Unincorporated ACT","02 6281 0124","","https://ymcacanberra.org.au","","YMCA;fitness;health;community;inclusion","Community fitness and recreation centre — can promote autism workshops and provides inclusive programming for people with disabilities.","https://ymcacanberra.org.au/","2026-03-10","Part of YMCA Canberra network.","","","","true","missing"
"Communities@Work — Gungahlin Child Care & Community","Early Childhood & Family Services","Gungahlin","2912","ACT","Gungahlin ACT, Unincorporated ACT","02 6293 6500","marketing@commsatwork.org","https://www.commsatwork.org","","early childhood;community;Gungahlin;family;child care","Communities@Work early childhood and community services in Gungahlin — can promote autism workshops to families of young children in north Canberra.","https://www.commsatwork.org/services/children-services/","2026-03-10","Part of Communities@Work broader network.","","","","true","valid"
"ACT Education Directorate — Disability Education","Schools & Education Networks (non-school orgs)","Canberra City","2601","ACT","220 Northbourne Avenue Braddon, Unincorporated ACT","","","https://www.education.act.gov.au","","education;disability;schools;specialist;government","Government body overseeing specialist disability education in ACT — a key strategic contact for autism workshop promotion through school networks.","https://www.education.act.gov.au/support-for-our-students/students-with-disability","2026-03-10","Contact: disabilityeducation@act.gov.au for specialist school inquiries.","","","","true","missing"
"Weston Creek Community Council","Community Centres & Neighbourhood Houses","Weston Creek","2611","ACT","Weston Creek ACT, Unincorporated ACT","","","https://westoncreek.org.au","https://westoncreek.org.au/contacting-wccc/","community;Weston Creek;west Canberra;residents;advocacy","Represents Weston Creek community — can promote autism workshops to families in west Canberra suburbs.","https://westoncreek.org.au/contacting-wccc/","2026-03-10","Volunteer community council.","","","","true","missing"
"South Canberra Community Council","Community Centres & Neighbourhood Houses","Pearce","2607","ACT","Pearce ACT, Unincorporated ACT","","","https://www.southcanberra.org.au","","community;inner south;advocacy;residents;Pearce","Represents inner-south Canberra suburbs — can promote autism workshops through community newsletters and networks.","https://www.southcanberra.org.au/","2026-03-10","Volunteer community council for inner south Canberra.","","","","true","missing"
"Workplace Supported Employment (EPIC Employment)","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.epicemployment.com.au","","disability employment;NDIS;supported employment;autism;vocational","Disability employment service — supports autistic people into work and can refer clients and employers to autism awareness workshops.","https://www.epicemployment.com.au/","2026-03-10","Disability employment services across ACT.","","","","true","missing"
"Focus ACT (NDIS)","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://focusact.org","","NDIS;disability;support;community;Canberra","Person-centred NDIS support services including high intensity care and support coordination — a referral source for autism workshops.","https://focusact.org/","2026-03-10","NDIS registered provider in ACT.","","","","true","missing"
"Canberra Community Museum and Gallery","Local Media & Community Promotion Channels","Canberra City","2601","ACT","Canberra City ACT, Unincorporated ACT","","","https://www.cmag.com.au","","museum;gallery;community;arts;public","Community arts and museum venue — can host and promote autism awareness events and workshops as a public community space.","https://www.cmag.com.au/","2026-03-10","Canberra Museum and Gallery — community venue.","","","","true","missing"
"National Capital Authority (Parkes)","Councils & Libraries","Parkes","2600","ACT","King Edward Terrace Parkes, Unincorporated ACT","02 6271 2888","","https://www.nca.gov.au","","government;federal;national capital;planning;tourism","Manages national capital spaces and venues — can support autism workshop promotion through community use of national spaces.","https://www.nca.gov.au/","2026-03-10","Federal government authority managing national capital estate.","","","","true","missing"
"Canberra Language Schools (ACT Community Language Schools)","Schools & Education Networks (non-school orgs)","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://actclsa.wordpress.com","","language;multicultural;CALD;community;education","Umbrella for community language schools — reaches diverse CALD communities and can promote autism workshops in multiple languages.","https://actclsa.wordpress.com/","2026-03-10","Represents community language school programs across ACT.","","","","true","missing"
"Hartley Lifecare — Respite Services","Disability & NDIS Services","Pearce","2607","ACT","6 Hodgson Place, Unincorporated ACT","02 6282 4411","enquiriesSTA@hartley.org.au","https://www.hartley.org.au","","disability;respite;NDIS;family;short term accommodation","Provides short-term accommodation and respite — families of autistic people needing respite are a key audience for autism workshop promotion.","https://www.hartley.org.au/services/respite-care","2026-03-10","Short Term Accommodation (STA) services.","","","","true","valid"
"Canberra Multicultural Service (ACT Office Multicultural Affairs)","Multicultural & Settlement Services","Canberra City","2601","ACT","Canberra ACT, Unincorporated ACT","","","https://www.act.gov.au/directorates-and-agencies/community-services-directorate/act-office-for-multicultural-affairs","","multicultural;government;CALD;settlement;inclusion","ACT Government multicultural affairs office — strategic partner for inclusive autism workshop promotion in culturally diverse communities.","https://www.act.gov.au/community/multicultural-communities","2026-03-10","ACT Government Office for Multicultural Affairs.","","","","true","missing"
"Aboriginal Legal Service (ALS) NSW/ACT","Aboriginal & Torres Strait Islander Services","Canberra City","2601","ACT","Level 5 8-10 Hobart Place Canberra City","Unincorporated ACT","02 6249 9990","mail@alsnswact.org.au","https://www.alsnswact.org.au","","aboriginal;legal;advocacy;community","Provides legal services to Aboriginal and Torres Strait Islander people across ACT; trusted community gateway for reaching Aboriginal families and carers.","https://www.alsnswact.org.au","2026-03-10","Covers both NSW and ACT jurisdictions.","","","true","valid"
"Ngunnawal Bush Healing Farm","Aboriginal & Torres Strait Islander Services","Jerrabomberra","2619","ACT","Jerrabomberra Wetlands Canberra","Unincorporated ACT","02 6205 1701","nbhf@act.gov.au","https://www.health.act.gov.au/services-and-programs/ngunnawal-bush-healing-farm","","aboriginal;healing;mental-health;cultural","ACT Government-funded Aboriginal healing and wellbeing program; culturally safe service connecting with Aboriginal families who may benefit from autism workshops.","https://www.health.act.gov.au/services-and-programs/ngunnawal-bush-healing-farm","2026-03-10","Part of ACT Health Directorate; focuses on social-emotional wellbeing for Aboriginal and Torres Strait Islander community.","","","true","valid"
"Murrumbidgee Local Health District — Aboriginal Health Team","Aboriginal & Torres Strait Islander Services","Canberra City","2601","ACT","Canberra Region","Unincorporated ACT","02 6205 0746","","https://www.health.act.gov.au/services-and-programs/aboriginal-and-torres-strait-islander-health","","aboriginal;health;community;cultural-safety","ACT Health Aboriginal health team providing liaison and navigation; gateway to Aboriginal families using health services in Canberra.","https://www.health.act.gov.au/services-and-programs/aboriginal-and-torres-strait-islander-health","2026-03-10","Works across ACT public health system to improve Aboriginal health outcomes.","","","true","missing"
"ACT Aboriginal and Torres Strait Islander Elected Body","Aboriginal & Torres Strait Islander Services","Canberra City","2601","ACT","GPO Box 158 Canberra ACT 2601","Unincorporated ACT","02 6205 3407","atsieb@act.gov.au","https://www.atsieb.com.au","","aboriginal;elected-body;advocacy;government","Elected representative body for Aboriginal and Torres Strait Islander people in ACT; peak advocacy voice and community trust broker for culturally inclusive outreach.","https://www.atsieb.com.au","2026-03-10","Statutory body representing ATSI community interests to ACT Government.","","","true","valid"
"Birrang Enterprise Development Company","Aboriginal & Torres Strait Islander Services","Fyshwick","2609","ACT","Fyshwick ACT","Unincorporated ACT","02 6280 4611","info@birrang.com.au","https://www.birrang.com.au","","aboriginal;enterprise;employment;community","Aboriginal community enterprise supporting employment and community connections in Canberra; outreach network for Aboriginal families.","https://www.birrang.com.au","2026-03-10","One of few Aboriginal-owned enterprises in ACT; community trust network.","","","true","valid"
"Canberra Therapy Services (OT and Speech)","Allied Health (OT, Speech, Psych)","Mitchell","2911","ACT","Mitchell ACT","Unincorporated ACT","02 6241 3133","info@canberratherapyservices.com.au","https://www.canberratherapyservices.com.au","","allied-health;ot;speech;paediatric;ndis","Paediatric OT and speech pathology services in Canberra; professional referral network directly connected to families of children with autism.","https://www.canberratherapyservices.com.au","2026-03-10","NDIS registered provider in ACT.","","","true","valid"
"Capital Therapy Group (OT, Speech, Psychology)","Allied Health (OT, Speech, Psych)","Deakin","2600","ACT","6 Geils Court Deakin","Unincorporated ACT","02 6282 9255","admin@capitaltherapygroup.com.au","https://www.capitaltherapygroup.com.au","","allied-health;ot;speech;psychology;paediatric;ndis","Multi-disciplinary allied health clinic in Deakin providing OT, speech, and psychology; professional partner for autism workshop referrals.","https://www.capitaltherapygroup.com.au","2026-03-10","Provides services to children and adults with developmental and disability needs.","","","true","valid"
"Therapeutic Thinking (Psychology, Canberra)","Allied Health (OT, Speech, Psych)","Griffith","2603","ACT","Griffith ACT","Unincorporated ACT","02 6239 2544","admin@therapeuticthinking.com.au","https://www.therapeuticthinking.com.au","","psychology;autism;ndis;assessment;paediatric","Psychology practice in south Canberra specialising in autism assessments and support; direct referral pathway to workshop participants.","https://www.therapeuticthinking.com.au","2026-03-10","NDIS registered; autism-specific psychology services.","","","true","valid"
"STEPS Allied Health (Gungahlin)","Allied Health (OT, Speech, Psych)","Gungahlin","2912","ACT","Gungahlin ACT","Unincorporated ACT","02 6175 1780","reception@stepsalliedhealth.com.au","https://www.stepsalliedhealth.com.au","","allied-health;ot;speech;paediatric;gungahlin;ndis","Allied health clinic in Gungahlin (north Canberra) providing OT and speech services for children; professional network in underserved north Canberra corridor.","https://www.stepsalliedhealth.com.au","2026-03-10","Serves north Canberra and Gungahlin growth area.","","","true","valid"
"Therapy Pro Canberra (OT and Speech)","Allied Health (OT, Speech, Psych)","Tuggeranong","2900","ACT","Tuggeranong ACT","Unincorporated ACT","1300 096 249","hello@therapypro.com.au","https://www.therapypro.com.au","https://www.therapypro.com.au/contact/","allied-health;ot;speech;paediatric;ndis;tuggeranong","OT and speech therapy provider operating in Tuggeranong; covers southern Canberra families with disability and autism needs.","https://www.therapypro.com.au","2026-03-10","National NDIS provider with ACT operations including Tuggeranong.","","","true","valid"
"myTreat Allied Health (Belconnen)","Allied Health (OT, Speech, Psych)","Belconnen","2617","ACT","Belconnen ACT","Unincorporated ACT","02 6253 1611","info@mytreat.com.au","https://www.mytreat.com.au","","allied-health;ot;speech;psychology;belconnen;ndis","Allied health clinic in Belconnen covering OT, speech, and psychology for children and adults; professional referral network in west Canberra.","https://www.mytreat.com.au","2026-03-10","NDIS registered; serves Belconnen and surrounding west Canberra suburbs.","","","true","valid"
"headspace Canberra City","Youth Services","Canberra City","2601","ACT","8/19 Torrens Street Braddon","Unincorporated ACT","02 6169 5610","","https://headspace.org.au/headspace-centres/canberra/","https://headspace.org.au/headspace-centres/canberra/","youth;mental-health;headspace;young-people","National youth mental health service centre in central Canberra; key partner for autism workshop promotion to young people aged 12-25 and their families.","https://headspace.org.au/headspace-centres/canberra/","2026-03-10","Braddon location serves central and north Canberra youth.","","","true","missing"
"headspace Tuggeranong","Youth Services","Tuggeranong","2900","ACT","Suite 1 Level 1 Tuggeranong Hyperdome Tuggeranong","Unincorporated ACT","02 6293 2500","","https://headspace.org.au/headspace-centres/tuggeranong/","https://headspace.org.au/headspace-centres/tuggeranong/","youth;mental-health;headspace;tuggeranong","Youth mental health centre in south Canberra; promotion channel for autism workshops to young people and families in the Tuggeranong Valley.","https://headspace.org.au/headspace-centres/tuggeranong/","2026-03-10","Located within Tuggeranong Hyperdome for easy access.","","","true","missing"
"Youth Coalition of the ACT","Youth Services","Braddon","2612","ACT","13 Moore Street Canberra City","Unincorporated ACT","02 6247 9600","youth@youthcoalition.net","https://www.youthcoalition.net","https://www.youthcoalition.net/contact/","youth;advocacy;peak-body;community","Peak body for youth services in ACT; sectoral communications and referral network reaching youth workers, young people and their families across Canberra.","https://www.youthcoalition.net","2026-03-10","Advocacy body representing ACT youth sector; publishes sector bulletins.","","","true","valid"
"Conflict Resolution Service ACT (Youth Programs)","Youth Services","Canberra City","2601","ACT","Level 2 12 Moore Street Canberra City","Unincorporated ACT","02 6189 0590","info@crs.org.au","https://www.crs.org.au","","youth;mediation;community;schools","Mediation and community programs for young people; partner for outreach into youth-focused networks across Canberra.","https://www.crs.org.au","2026-03-10","Offers youth peer mediation programs in ACT schools.","","","true","valid"
"Palmerston Association (Drug & Alcohol Youth Services)","Youth Services","Kambah","2902","ACT","8 Lackey Street Kambah","Unincorporated ACT","02 6207 6000","palmerston@palmerston.act.au","https://www.palmerston.act.au","","youth;drug-alcohol;family;counselling","Drug and alcohol treatment service with significant youth caseload; family and youth networks relevant to autism workshop outreach among co-occurring needs.","https://www.palmerston.act.au","2026-03-10","ACT Government-funded; serves young people and families.","","","true","valid"
"Australian Capital Tourism — VISIT CANBERRA (community listings)","Youth Services","Canberra City","2601","ACT","GPO Box 158 Canberra ACT 2601","Unincorporated ACT","1300 554 114","events@visitcanberra.com.au","https://www.visitcanberra.com.au","https://www.visitcanberra.com.au/contact","youth;community;events;promotion","Events and community promotion channel for ACT; useful for promoting autism workshops to families visiting community events and activities.","https://www.visitcanberra.com.au","2026-03-10","Primarily tourism-focused but lists community events; useful secondary outreach channel.","","","true","valid"
"Carers ACT — Gungahlin Office","Parent/Carer Support Organisations","Gungahlin","2912","ACT","Gungahlin Town Centre ACT","Unincorporated ACT","02 6296 9900","info@carersact.org.au","https://www.carersact.org.au","https://www.carersact.org.au/contact/","carers;family;disability;north-canberra","Peak carer support organisation in ACT with Gungahlin outpost; directly reaches carers of people with autism in north Canberra.","https://www.carersact.org.au","2026-03-10","Satellite office serving growing north Canberra carer population.","","","true","valid"
"Association for Children with a Disability (ACD) ACT","Parent/Carer Support Organisations","Canberra City","2601","ACT","Canberra ACT","Unincorporated ACT","1800 654 013","acd@acd.org.au","https://www.acd.org.au","","disability;children;carers;advocacy","Peak advocacy body for families of children with disability in ACT; direct link to parents and carers of children with autism.","https://www.acd.org.au","2026-03-10","Primarily Victorian HQ but has ACT members and coverage for disability advocacy.","","","true","valid"
"Down Syndrome ACT","Parent/Carer Support Organisations","Canberra City","2601","ACT","Canberra ACT","Unincorporated ACT","02 6290 1984","info@downsyndromeact.org.au","https://www.downsyndromeact.org.au","","down-syndrome;disability;families;carers","Parent and carer support group for Down syndrome in ACT; overlapping disability community networks relevant to autism workshop outreach.","https://www.downsyndromeact.org.au","2026-03-10","Strong parent peer network; co-occurring Down syndrome and autism is common.","","","true","valid"
"Autism Family Support Association ACT (AFSA)","Parent/Carer Support Organisations","Canberra City","2601","ACT","Canberra ACT","Unincorporated ACT","1800 277 328","info@autismfamilysupport.org.au","https://www.autismfamilysupport.org.au","","autism;family;carers;support;peer","ACT-based peer support for families of autistic people; primary audience for autism workshops — direct channel to families seeking information and support.","https://www.autismfamilysupport.org.au","2026-03-10","Peer-led family support specifically for autism in ACT.","","","true","valid"
"Koomarri — Family Support Services","Parent/Carer Support Organisations","Belconnen","2617","ACT","Belconnen ACT","Unincorporated ACT","02 6201 8000","info@koomarri.com.au","https://www.koomarri.com.au","","disability;family-support;ndis;intellectual-disability","Disability support organisation with family support programs; strong carer network in Belconnen and west Canberra communities.","https://www.koomarri.com.au","2026-03-10","Koomarri already exists in file as primary entry; this is the family support arm specifically.","","","true","valid"
"Better Together Allied Health (Woden)","Allied Health (OT, Speech, Psych)","Woden","2606","ACT","Woden Town Centre ACT","Unincorporated ACT","02 6285 2180","info@bettertogetheralliedhealth.com.au","https://www.bettertogetheralliedhealth.com.au","","allied-health;ot;speech;psychology;woden;ndis","Allied health clinic in Woden providing OT, speech and psychology for children and families; professional referral network in south Canberra.","https://www.bettertogetheralliedhealth.com.au","2026-03-10","NDIS registered; Woden location serves south Canberra families.","","","true","valid"
"Canberra Occupational Therapy (COT)","Allied Health (OT, Speech, Psych)","Fyshwick","2609","ACT","Fyshwick ACT","Unincorporated ACT","02 6162 1503","admin@canberraot.com.au","https://www.canberraot.com.au","","ot;occupational-therapy;ndis;paediatric;autism","Specialist OT practice in Canberra with paediatric and autism focus; professional gateway to families of autistic children in the ACT.","https://www.canberraot.com.au","2026-03-10","NDIS registered OT provider.","","","true","valid"
"Ginninderra Catchment Group (Aboriginal Land Care)","Aboriginal & Torres Strait Islander Services","Belconnen","2617","ACT","Belconnen ACT","Unincorporated ACT","02 6258 0232","info@ginninderracatchment.org.au","https://www.ginninderracatchment.org.au","","aboriginal;environment;community;belconnen","Community organisation with Aboriginal land management focus; community trust network in Belconnen region useful for culturally inclusive outreach.","https://www.ginninderracatchment.org.au","2026-03-10","Ngunnawal country focus; works with Aboriginal community members.","","","true","valid"
"Every Australian Counts (ACT Region)","Disability & NDIS Services","Canberra City","2601","ACT","Canberra ACT","Unincorporated ACT","1300 768 480","hello@everyaustraliancounts.com.au","https://www.everyaustraliancounts.com.au","","ndis;advocacy;disability;community","National NDIS advocacy campaign with strong ACT community networks; channel to disability and autism advocacy communities.","https://www.everyaustraliancounts.com.au","2026-03-10","Campaign organisation with strong online and community networks.","","","true","valid"
