"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"Life Without Barriers (SA)","Disability & NDIS Services","Wayville","5034","SA","147 Greenhill Rd, City of Unley","(08) 8272 8300","","https://www.lwb.org.au","https://www.lwb.org.au/contact-us/","disability;NDIS;out of home care;community;support","High","https://www.lwb.org.au","2026-03-10","National disability and community services organisation","","","","true","missing"
"Cerebral Palsy Australia (SA office)","Allied Health (OT, Speech, Psych)","Adelaide","5000","SA","GPO Box 1525, City of Adelaide","(08) 8243 8700","","https://www.cpa.org.au","","disability;cerebral palsy;allied health;therapy;support","High","https://www.cpa.org.au","2026-03-10","Support for people with cerebral palsy in SA","","","","true","missing"
"Speech Pathology Australia (SA Branch)","Allied Health (OT, Speech, Psych)","Adelaide","5000","SA","GPO Box 1525, City of Adelaide","(03) 9642 4899","office@speechpathologyaustralia.org.au","https://www.speechpathologyaustralia.org.au","","speech pathology;allied health;community;SA;therapy","High","https://www.speechpathologyaustralia.org.au","2026-03-10","National peak body for speech pathologists; SA branch","","","","true","valid"
"OT Australia (SA)","Allied Health (OT, Speech, Psych)","Adelaide","5000","SA","PO Box 208 Eastwood, City of Burnside","(08) 8333 4222","","https://www.otaus.com.au","","occupational therapy;allied health;community;SA;disability","High","https://www.otaus.com.au","2026-03-10","SA branch of peak OT body","","","","true","missing"
"Paediatric Occupational Therapy SA","Allied Health (OT, Speech, Psych)","St Peters","5069","SA","124 The Parade, City of Norwood Payneham and St Peters","(08) 8362 7822","","https://www.therapyforchildren.com.au","","OT;paediatric;children;therapy;NDIS","High","https://www.therapyforchildren.com.au","2026-03-10","Private paediatric OT clinic in Adelaide","","","","true","missing"
"Flinders Medical Centre Child Development Unit","Allied Health (OT, Speech, Psych)","Bedford Park","5042","SA","Flinders Dr, City of Marion","(08) 8204 5511","","https://www.flinders.edu.au","","allied health;paediatric;child development;hospital;assessment","High","https://www.flinders.edu.au","2026-03-10","Hospital-based child development assessment unit","","","","true","missing"
"WCH (Women's and Children's Hospital) SA","Allied Health (OT, Speech, Psych)","North Adelaide","5006","SA","72 King William Rd, City of Adelaide","(08) 8161 7000","","https://www.wch.sa.gov.au","","allied health;children;hospital;paediatric;SA","High","https://www.wch.sa.gov.au","2026-03-10","Major children's hospital with allied health services","","","","true","missing"
"Mpower (Mental Health Coalition SA)","Health Services & Primary Health Networks","Parkside","5063","SA","GPO Box 1047, City of Burnside","(08) 8378 4100","admin@mpower.org.au","https://www.mpower.org.au","","mental health;community;advocacy;SA;support","High","https://www.mpower.org.au","2026-03-10","SA mental health advocacy and support organisation","","","","true","valid"
"SHINE SA","Health Services & Primary Health Networks","Woodville","5011","SA","2 Stone Ave, City of Charles Sturt","(08) 8300 5300","shine@shinesa.org.au","https://www.shinesa.org.au","https://www.shinesa.org.au/contact/","sexual health;community health;education;family;SA","Medium","https://www.shinesa.org.au","2026-03-10","Sexual health and inclusive community health service","","","","true","valid"
"Drug and Alcohol Services SA (DASSA)","Health Services & Primary Health Networks","Parkside","5063","SA","161 Greenhill Rd, City of Burnside","(08) 8274 3333","","https://www.sahealth.sa.gov.au/dasc","","health;alcohol;drugs;community;SA government","Medium","https://www.sahealth.sa.gov.au","2026-03-10","SA Government drug and alcohol services","","","","true","missing"
"SA Schools Special Needs Network","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","GPO Box 1811, City of Adelaide","(08) 8226 1000","","https://www.education.sa.gov.au","","education;special needs;schools;SA;network","High","https://www.education.sa.gov.au","2026-03-10","SA Department for Education special needs network","","","","true","missing"
"SA Department for Education","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","31 Flinders St, City of Adelaide","(08) 8226 1000","","https://www.education.sa.gov.au","https://www.education.sa.gov.au/contact","education;government;schools;SA;inclusion","High","https://www.education.sa.gov.au","2026-03-10","State education department","","","","true","missing"
"Catholic Education SA","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","116 George St, City of Adelaide","(08) 8301 6600","","https://www.cesa.catholic.edu.au","https://www.cesa.catholic.edu.au/contact-us","education;Catholic;schools;SA;inclusion","High","https://www.cesa.catholic.edu.au","2026-03-10","Catholic schooling system in SA","","","","true","missing"
"Independent Schools Council of Australia (SA)","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","PO Box 939, City of Adelaide","(08) 8179 1400","","https://www.aisasa.asn.au","https://www.aisasa.asn.au/contact/","education;independent schools;SA;community;inclusion","High","https://www.aisasa.asn.au","2026-03-10","Association of independent schools in SA","","","","true","missing"
"Early Childhood Australia (SA Chapter)","Early Childhood & Family Services","Adelaide","5000","SA","PO Box 7105, City of Adelaide","(02) 6242 1800","eca@eca.org.au","https://www.eca.org.au","","early childhood;education;family;community;SA","High","https://www.eca.org.au","2026-03-10","Peak early childhood body; SA chapter","","","","true","valid"
"Child Australia (SA)","Early Childhood & Family Services","Hindmarsh","5007","SA","Level 1/9 Port Rd, City of Charles Sturt","(08) 9228 4455","","https://www.childaustralia.org.au","","early childhood;family;education;community;SA","High","https://www.childaustralia.org.au","2026-03-10","Early childhood workforce support organisation","","","","true","missing"
"KU Children's Services (SA)","Early Childhood & Family Services","Adelaide","5000","SA","PO Box 1268, City of Adelaide","(02) 9268 3500","","https://www.ku.com.au","","early childhood;family;childcare;SA;community","High","https://www.ku.com.au","2026-03-10","Not-for-profit early childhood provider","","","","true","missing"
"MacKillop Family Services (SA)","Early Childhood & Family Services","Port Augusta","5700","SA","3 Victoria Pde, City of Port Augusta","(08) 8641 0044","","https://www.mackillop.org.au","https://www.mackillop.org.au/contact-us","family;out of home care;community;trauma;early childhood","High","https://www.mackillop.org.au","2026-03-10","Family services across SA including regional areas","","","","true","missing"
"Playgroup SA","Early Childhood & Family Services","Adelaide","5000","SA","111 Henley Beach Rd, City of Charles Sturt","(08) 8354 1611","admin@playgroupsa.com.au","https://www.playgroupsa.com.au","https://www.playgroupsa.com.au/contact-us/","early childhood;playgroup;family;community;inclusion","High","https://www.playgroupsa.com.au","2026-03-10","Playgroup SA supports inclusive playgroups across the state","","","","true","valid"
"Wanslea Family Services (SA)","Early Childhood & Family Services","North Adelaide","5006","SA","GPO Box 10075, City of Adelaide","(08) 8267 4388","","https://www.wanslea.org.au","","family;early childhood;community;support;disability","High","https://www.wanslea.org.au","2026-03-10","Family support services including early childhood programs","","","","true","missing"
"Community Centres SA","Community Centres & Neighbourhood Houses","Adelaide","5000","SA","PO Box 8094, City of Adelaide","(08) 8351 8855","info@communitycentressa.org.au","https://www.communitycentressa.org.au","https://www.communitycentressa.org.au/contact-us/","community;neighbourhood house;network;SA;programs","High","https://www.communitycentressa.org.au","2026-03-10","Peak body for community centres and neighbourhood houses in SA","","","","true","valid"
"Aldinga Bay Community Centre","Community Centres & Neighbourhood Houses","Aldinga Beach","5173","SA","13 Valiant Rd, City of Onkaparinga","(08) 8556 6699","","https://www.onkaparinga.sa.gov.au","","community;neighbourhood;coastal;family;southern","High","https://www.onkaparinga.sa.gov.au","2026-03-10","Southern Adelaide coastal community centre","","","","true","missing"
"Christies Beach Community Centre","Community Centres & Neighbourhood Houses","Christies Beach","5165","SA","2 Dyson Rd, City of Onkaparinga","(08) 8382 5788","","https://www.onkaparinga.sa.gov.au","","community;neighbourhood;southern Adelaide;programs;family","High","https://www.onkaparinga.sa.gov.au","2026-03-10","Community centre in southern metropolitan Adelaide","","","","true","missing"
"Inner North Community Centre","Community Centres & Neighbourhood Houses","Ovingham","5082","SA","26 Kings Rd, City of Prospect","(08) 8269 7022","","https://www.prospect.sa.gov.au","","community;neighbourhood;inner north;programs;family","High","https://www.prospect.sa.gov.au","2026-03-10","Community centre in inner northern Adelaide","","","","true","missing"
"Hindmarsh Community Centre","Community Centres & Neighbourhood Houses","Hindmarsh","5007","SA","36 Port Rd, City of Charles Sturt","(08) 8346 6822","","https://www.charlessturt.sa.gov.au","","community;neighbourhood;western suburbs;programs;family","High","https://www.charlessturt.sa.gov.au","2026-03-10","Neighbourhood community centre in Hindmarsh","","","","true","missing"
"Nailsworth Community Centre","Community Centres & Neighbourhood Houses","Nailsworth","5083","SA","28 Coombe St, City of Prospect","(08) 8342 7177","","https://www.prospect.sa.gov.au","","community;neighbourhood;inner north;programs;family","High","https://www.prospect.sa.gov.au","2026-03-10","Community centre in Prospect area","","","","true","missing"
"RSPCA SA","NGOs/Charities (family, disability, mental health)","Lonsdale","5160","SA","16 Deacon Rd, City of Onkaparinga","(08) 8182 5000","admin@rspcasa.org.au","https://www.rspcasa.org.au","https://www.rspcasa.org.au/contact/","animal welfare;community;programs;SA;therapy animals","Low","https://www.rspcasa.org.au","2026-03-10","Animal welfare; animal-assisted therapy programs","","","","true","valid"
"Foodbank SA","NGOs/Charities (family, disability, mental health)","Pooraka","5095","SA","4 Philippe Crt, City of Salisbury","(08) 8260 7950","admin@foodbanksa.org.au","https://www.foodbanksa.org.au","https://www.foodbanksa.org.au/contact/","food security;community;family;support;SA","Medium","https://www.foodbanksa.org.au","2026-03-10","Food relief services across SA","","","","true","valid"
"Mental Health Coalition of SA","NGOs/Charities (family, disability, mental health)","Parkside","5063","SA","GPO Box 1047, City of Burnside","(08) 8378 4100","admin@mhcsa.org.au","https://www.mhcsa.org.au","https://www.mhcsa.org.au/contact/","mental health;advocacy;community;SA;NGO","High","https://www.mhcsa.org.au","2026-03-10","Peak mental health advocacy body in SA","","","","true","valid"
"Lifeline Adelaide","NGOs/Charities (family, disability, mental health)","Adelaide","5000","SA","116 Pirie St, City of Adelaide","(08) 8202 5200","","https://www.lifelineadelaide.org.au","https://www.lifelineadelaide.org.au/contact/","mental health;crisis support;community;SA;wellbeing","High","https://www.lifelineadelaide.org.au","2026-03-10","Crisis support and mental health services in SA","","","","true","missing"
"SHINE SA (community health)","NGOs/Charities (family, disability, mental health)","Woodville South","5011","SA","2 Stone Ave, City of Charles Sturt","(08) 8300 5300","","https://www.shinesa.org.au","","health;community;family;sexual health;SA","Medium","https://www.shinesa.org.au","2026-03-10","Community health NGO in SA","","","","true","missing"
"Oxfam Australia (SA)","NGOs/Charities (family, disability, mental health)","Adelaide","5000","SA","Level 1/41-43 Franklin St, City of Adelaide","(08) 8232 4500","","https://www.oxfam.org.au","","NGO;international;community;advocacy;inclusion","Low","https://www.oxfam.org.au","2026-03-10","Limited direct relevance but community engagement potential","","","","true","missing"
"ABC Radio Adelaide","Local Media & Community Promotion Channels","Adelaide","5000","SA","85 North Tce, City of Adelaide","(08) 8343 4444","","https://www.abc.net.au/radio/adelaide","","media;radio;community;SA;promotion","High","https://www.abc.net.au","2026-03-10","ABC local radio station for Adelaide - community promotion","","","","true","missing"
"InDaily","Local Media & Community Promotion Channels","Adelaide","5000","SA","53 Gawler Pl, City of Adelaide","(08) 8403 4222","","https://www.indaily.com.au","https://www.indaily.com.au/contact/","media;news;community;SA;digital","Medium","https://www.indaily.com.au","2026-03-10","Independent digital news outlet covering SA","","","","true","missing"
"The Advertiser (Adelaide)","Local Media & Community Promotion Channels","Adelaide","5000","SA","31 Waymouth St, City of Adelaide","(08) 8206 2000","","https://www.adelaidenow.com.au","","media;newspaper;SA;community;promotion","Medium","https://www.adelaidenow.com.au","2026-03-10","Major SA newspaper - community section useful for promotion","","","","true","missing"
"City of Adelaide Community Magazine","Local Media & Community Promotion Channels","Adelaide","5000","SA","25 Pirie St, City of Adelaide","(08) 8203 7203","","https://www.cityofadelaide.com.au","","media;community;council;newsletter;promotion","Medium","https://www.cityofadelaide.com.au","2026-03-10","Council community newsletter for Adelaide CBD","","","","true","missing"
"SA Life Magazine","Local Media & Community Promotion Channels","Adelaide","5000","SA","54 Waymouth St, City of Adelaide","(08) 8212 1010","","https://www.salife.com.au","https://www.salife.com.au/contact/","media;lifestyle;community;SA;promotion","Medium","https://www.salife.com.au","2026-03-10","SA lifestyle publication - community events promotion","","","","true","missing"
"Glam Adelaide","Local Media & Community Promotion Channels","Adelaide","5000","SA","PO Box 3222, City of Adelaide","","info@glamadelaide.com.au","https://www.glamadelaide.com.au","https://www.glamadelaide.com.au/contact/","media;community;events;SA;promotion","Medium","https://www.glamadelaide.com.au","2026-03-10","Digital lifestyle and events guide for Adelaide","","","","true","valid"
"Nunkuwarrin Yunti – Bowden Site","Aboriginal & Torres Strait Islander Services","Bowden","5007","SA","22 Gibson St, City of Charles Sturt","City of Charles Sturt","(08) 8406 1600","admin@nunku.org.au","https://www.nunku.org.au","","Aboriginal;health;family;community;SA","High","https://www.nunku.org.au","2026-03-10","Satellite site of Nunkuwarrin Yunti providing Aboriginal health and family services","","","true","valid"
"Moorundi Aboriginal Community Controlled Health Service","Aboriginal & Torres Strait Islander Services","Murray Bridge","5253","SA","37 Thomas St, Rural City of Murray Bridge","Rural City of Murray Bridge","(08) 8532 0022","admin@moorundi.org.au","https://www.moorundi.org.au","","Aboriginal;health;regional;Murray Bridge;SA","High","https://www.moorundi.org.au","2026-03-10","Aboriginal community controlled health service for Murray River area","","","true","valid"
"Pangula Mannamurna Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Mount Gambier","5290","SA","16 Helen St, City of Mount Gambier","City of Mount Gambier","(08) 8723 8900","admin@pangula.com.au","https://www.pangula.com.au","","Aboriginal;health;regional;Mount Gambier;SA","High","https://www.pangula.com.au","2026-03-10","Aboriginal health and community services in Mount Gambier region","","","true","valid"
"Ceduna Aboriginal Health Service (CAHS)","Aboriginal & Torres Strait Islander Services","Ceduna","5690","SA","1 Poynton St, District Council of Ceduna","District Council of Ceduna","(08) 8625 2666","admin@cahs.org.au","https://www.cahs.org.au","","Aboriginal;health;remote;Ceduna;SA","High","https://www.cahs.org.au","2026-03-10","Aboriginal health service in Ceduna serving remote western SA communities","","","true","valid"
"Port Lincoln Aboriginal Community Council","Aboriginal & Torres Strait Islander Services","Port Lincoln","5606","SA","26 Liverpool St, City of Port Lincoln","City of Port Lincoln","(08) 8682 4600","","https://www.sahealth.sa.gov.au","","Aboriginal;community;Eyre Peninsula;Port Lincoln;SA","High","https://www.sahealth.sa.gov.au","2026-03-10","Aboriginal community council on Eyre Peninsula; gateway to local community","","","true","missing"
"Ethnic Link Services (SA)","Multicultural & Settlement Services","Elizabeth","5112","SA","16 Philip Hwy, City of Playford","City of Playford","(08) 8255 8770","info@ethniclink.org.au","https://www.ethniclink.org.au","","multicultural;settlement;northern suburbs;community;SA","High","https://www.ethniclink.org.au","2026-03-10","Multicultural community services in northern Adelaide suburbs","","","true","valid"
"African Communities Organisation SA","Multicultural & Settlement Services","Salisbury","5108","SA","40 John St, City of Salisbury","City of Salisbury","(08) 8406 8100","admin@africosa.org.au","https://www.africosa.org.au","","multicultural;African;settlement;community;SA","High","https://www.africosa.org.au","2026-03-10","Supports African diaspora communities in SA including resettled refugees","","","true","valid"
"Harmony Alliance (SA Chapter)","Multicultural & Settlement Services","Adelaide","5000","SA","64 Pennington Tce, City of Adelaide","City of Adelaide","(08) 8231 9988","sa@harmonyalliance.org.au","https://www.harmonyalliance.org.au","https://www.harmonyalliance.org.au/contact/","multicultural;women;settlement;community;advocacy","High","https://www.harmonyalliance.org.au","2026-03-10","National body advocating for migrant and refugee women; SA chapter active","","","true","valid"
"Culturally and Linguistically Diverse Health SA","Multicultural & Settlement Services","Adelaide","5000","SA","11 Hindmarsh Square, City of Adelaide","City of Adelaide","(08) 8226 0200","","https://www.sahealth.sa.gov.au/cald","","multicultural;CALD;health;community;government","High","https://www.sahealth.sa.gov.au","2026-03-10","SA Health culturally appropriate services for CALD communities","","","true","missing"
"Foundation for a Just and Compassionate Society (SA)","Multicultural & Settlement Services","Adelaide","5000","SA","88 Wakefield St, City of Adelaide","City of Adelaide","(08) 8223 1111","info@fjcs.org.au","https://www.fjcs.org.au","https://www.fjcs.org.au/contact/","multicultural;settlement;community;equity;SA","High","https://www.fjcs.org.au","2026-03-10","Community organisation supporting equitable access for multicultural families in SA","","","true","valid"
"Association of Special Education SA (ASET)","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","GPO Box 1811, City of Adelaide","City of Adelaide","(08) 8226 1000","info@aset.org.au","https://www.aset.org.au","https://www.aset.org.au/contact/","education;special education;schools;inclusion;SA","High","https://www.aset.org.au","2026-03-10","SA association for special educators supporting inclusion in schools","","","true","valid"
"Lutheran Schools Australia (SA)","Schools & Education Networks (non-school orgs)","Glenside","5065","SA","197 Fullarton Rd, City of Burnside","City of Burnside","(08) 8373 0766","admin@lsa.edu.au","https://www.lsa.edu.au","https://www.lsa.edu.au/contact/","education;Lutheran;schools;faith;SA","High","https://www.lsa.edu.au","2026-03-10","Network of Lutheran schools across SA; supports inclusive education","","","true","valid"
"Autism Friendly Schools Initiative SA","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","31 Flinders St, City of Adelaide","City of Adelaide","(08) 8226 1000","","https://www.autismsa.org.au/schools/","https://www.autismsa.org.au/contact-us/","education;autism;schools;inclusion;SA","High","https://www.autismsa.org.au","2026-03-10","SA DfE initiative to build autism-friendly environments in schools","","","true","missing"
"SA Schools Special Education Leaders Network","Schools & Education Networks (non-school orgs)","Adelaide","5000","SA","31 Flinders St, City of Adelaide","City of Adelaide","(08) 8226 1000","","https://www.education.sa.gov.au","https://www.education.sa.gov.au/contact","education;special education;leadership;schools;SA","High","https://www.education.sa.gov.au","2026-03-10","Network of special education leaders across SA government schools","","","true","missing"
"Flinders University School of Education (SA)","Schools & Education Networks (non-school orgs)","Bedford Park","5042","SA","Sturt Rd, City of Marion","City of Marion","(08) 8201 3776","education@flinders.edu.au","https://www.flinders.edu.au/education","https://www.flinders.edu.au/education/contact","education;university;research;inclusion;SA","High","https://www.flinders.edu.au","2026-03-10","University school of education with inclusion and disability research programs","","","true","valid"
"Adelaide Paediatric Speech Pathology","Allied Health (OT, Speech, Psych)","Unley","5061","SA","181 Unley Rd, City of Unley","City of Unley","(08) 8271 5600","admin@adelaidepsp.com.au","https://www.adelaidepsp.com.au","https://www.adelaidepsp.com.au/contact/","speech pathology;paediatric;children;allied health;SA","High","https://www.adelaidepsp.com.au","2026-03-10","Private paediatric speech pathology clinic in inner southern Adelaide","","","true","valid"
"Integrated Therapy Solutions SA","Allied Health (OT, Speech, Psych)","Modbury","5092","SA","950 North East Rd, City of Tea Tree Gully","City of Tea Tree Gully","(08) 8264 3388","enquiries@itstherapy.com.au","https://www.itstherapy.com.au","https://www.itstherapy.com.au/contact/","OT;speech;psychology;allied health;children","High","https://www.itstherapy.com.au","2026-03-10","Allied health clinic offering OT, speech and psychology for children in northern Adelaide","","","true","valid"
"Regional Allied Health Services – Port Augusta","Allied Health (OT, Speech, Psych)","Port Augusta","5700","SA","29 Flinders Tce, City of Port Augusta","City of Port Augusta","(08) 8648 5900","","https://www.fnuhn.sa.gov.au","","allied health;regional;OT;speech;rural SA","High","https://www.fnuhn.sa.gov.au","2026-03-10","Allied health services in Port Augusta through Flinders and Upper North LHN","","","true","missing"
"Mount Gambier Community Health Allied Health","Allied Health (OT, Speech, Psych)","Mount Gambier","5290","SA","31 Wehl St North, City of Mount Gambier","City of Mount Gambier","(08) 8721 1300","","https://www.sahealth.sa.gov.au","","allied health;community health;regional;Mount Gambier;SA","High","https://www.sahealth.sa.gov.au","2026-03-10","Community health allied health services in Mount Gambier","","","true","missing"
"City of Mount Gambier","Councils & Libraries","Mount Gambier","5290","SA","10 Watson Tce, City of Mount Gambier","City of Mount Gambier","(08) 8721 2555","city@mountgambier.sa.gov.au","https://www.mountgambier.sa.gov.au","https://www.mountgambier.sa.gov.au/contact-us","council;local government;regional;Mount Gambier;SA","High","https://www.mountgambier.sa.gov.au","2026-03-10","Local government for Mount Gambier – largest city in SA outside Adelaide","","","true","valid"
"Mount Gambier Library","Councils & Libraries","Mount Gambier","5290","SA","Corner Bay Rd and Sturt St, City of Mount Gambier","City of Mount Gambier","(08) 8721 2555","","https://www.mountgambier.sa.gov.au/library","","library;regional;community;Mount Gambier;programs","High","https://www.mountgambier.sa.gov.au","2026-03-10","Public library offering community programs and meeting space in Mount Gambier","","","true","missing"
"Port Augusta City Council","Councils & Libraries","Port Augusta","5700","SA","4 Mackay St, City of Port Augusta","City of Port Augusta","(08) 8641 9100","council@portaugusta.sa.gov.au","https://www.portaugusta.sa.gov.au","https://www.portaugusta.sa.gov.au/contact","council;local government;regional;Port Augusta;SA","High","https://www.portaugusta.sa.gov.au","2026-03-10","Regional city council for Port Augusta – gateway to outback SA","","","true","valid"
"Whyalla City Council","Councils & Libraries","Whyalla","5600","SA","Darling Tce, City of Whyalla","City of Whyalla","(08) 8640 3444","admin@whyalla.sa.gov.au","https://www.whyalla.sa.gov.au","https://www.whyalla.sa.gov.au/contact-us","council;local government;regional;Whyalla;SA","High","https://www.whyalla.sa.gov.au","2026-03-10","Local government for Whyalla – third largest city in SA","","","true","valid"
"Murray Bridge Community Centre","Community Centres & Neighbourhood Houses","Murray Bridge","5253","SA","14 Seventh St, Rural City of Murray Bridge","Rural City of Murray Bridge","(08) 8532 3900","info@murraybridgecc.org.au","https://www.murraybridgecc.org.au","","community;neighbourhood house;regional;Murray Bridge;family","High","https://www.murraybridgecc.org.au","2026-03-10","Community centre serving Murray Bridge and Murraylands region","","","true","valid"
"Port Augusta Community Health Centre","Health Services & Primary Health Networks","Port Augusta","5700","SA","29 Flinders Tce, City of Port Augusta","City of Port Augusta","(08) 8648 5900","","https://www.countrysaphn.com.au","https://www.countrysaphn.com.au/contact/","health;community health;regional;Port Augusta;PHN","High","https://www.countrysaphn.com.au","2026-03-10","Community health centre in Port Augusta linked to Country SA PHN","","","true","missing"
"headspace Mount Gambier","Health Services & Primary Health Networks","Mount Gambier","5290","SA","9 Helen St, City of Mount Gambier","City of Mount Gambier","(08) 8724 9050","","https://headspace.org.au/headspace-centres/mount-gambier/","https://headspace.org.au/headspace-centres/mount-gambier/get-support/","mental health;youth;regional;Mount Gambier;SA","High","https://headspace.org.au","2026-03-10","Youth mental health service in regional Mount Gambier","","","true","missing"
"Carer Gateway SA (Regional & Country)","Parent/Carer Support Organisations","Adelaide","5000","SA","1st Floor/9 Port Rd, City of Charles Sturt","City of Charles Sturt","1800 422 737","carers@carers-sa.com.au","https://www.carergateway.gov.au","https://www.carergateway.gov.au/contact","carers;family;support;regional;SA","High","https://www.carergateway.gov.au","2026-03-10","Federal government carer support service delivered through Carers SA in regional areas","","","true","valid"
"Disability Information and Resource Centre SA (DIRC)","Disability & NDIS Services","Adelaide","5000","SA","195 Gilles St, City of Adelaide","City of Adelaide","(08) 8236 0555","dirc@dircsa.org.au","https://www.dircsa.org.au","https://www.dircsa.org.au/contact/","disability;information;NDIS;resource;SA","High","https://www.dircsa.org.au","2026-03-10","SA disability information and resource centre – key referral point for families","","","true","valid"
"Barossa Valley Community Hub","Community Centres & Neighbourhood Houses","Nuriootpa","5355","SA","Murray St, Barossa Council","Barossa Council","(08) 8563 8444","","https://www.barossa.sa.gov.au","https://www.barossa.sa.gov.au/contact-us","community;neighbourhood;Barossa;regional;family","High","https://www.barossa.sa.gov.au","2026-03-10","Community hub in Barossa Valley serving diverse regional community","","","true","missing"
"Whyalla Community Health","Health Services & Primary Health Networks","Whyalla","5600","SA","Cummins Ave, City of Whyalla","City of Whyalla","(08) 8648 8600","","https://www.sahealth.sa.gov.au","","health;community health;regional;Whyalla;SA","High","https://www.sahealth.sa.gov.au","2026-03-10","Community health services in Whyalla through SA Health","","","true","missing"
"Berri Community Centre","Community Centres & Neighbourhood Houses","Berri","5343","SA","Wilson Street Berri","Berri Barmera Council","(08) 8582 3622","","","","community;berri;riverland;regional","Community hub for Berri and Riverland families; regional venue for community workshops.","","2026-03-10","","","","true","missing"
"Ceduna Community Hub","Community Centres & Neighbourhood Houses","Ceduna","5690","SA","Poynton Street Ceduna","District Council of Ceduna","(08) 8625 3407","","","","community;ceduna;remote;far-west","Community gathering point in Ceduna; outreach to far west SA families.","","2026-03-10","","","","true","missing"
"Coober Pedy Community Hub","Community Centres & Neighbourhood Houses","Coober Pedy","5723","SA","Hutchison Street Coober Pedy","District Council of Coober Pedy","(08) 8672 4600","","","","community;coober-pedy;remote;outback","Community centre in Coober Pedy; connects with remote outback families.","","2026-03-10","","","","true","missing"
"Victor Harbor Community Centre","Community Centres & Neighbourhood Houses","Victor Harbor","5211","SA","20 Crozier Road Victor Harbor","City of Victor Harbor","(08) 8551 0500","","","","community;victor-harbor;fleurieu;regional","Community centre for Victor Harbor and Fleurieu Peninsula; regional family outreach.","","2026-03-10","","","","true","missing"
"Kadina Community Library","Councils & Libraries","Kadina","5554","SA","2 Graves Street Kadina","Copper Coast Council","(08) 8828 1253","","https://www.coppercoast.sa.gov.au","","library;kadina;yorke-peninsula;regional","Community library on Yorke Peninsula; connects with regional families and community groups.","https://www.coppercoast.sa.gov.au","2026-03-10","","","","true","missing"
"District Council of Ceduna","Councils & Libraries","Ceduna","5690","SA","2 Murat Terrace Ceduna","District Council of Ceduna","(08) 8625 3407","council@ceduna.sa.gov.au","https://www.ceduna.sa.gov.au","","council;ceduna;remote;far-west","Local government for Ceduna and far west SA; community outreach in remote region.","https://www.ceduna.sa.gov.au","2026-03-10","","","","true","valid"
"District Council of Coober Pedy","Councils & Libraries","Coober Pedy","5723","SA","Lot 1467 Hutchison Street Coober Pedy","District Council of Coober Pedy","(08) 8672 4600","council@cpcouncil.sa.gov.au","https://www.cooberpedy.sa.gov.au","","council;coober-pedy;remote;outback","Local government for Coober Pedy; outreach to remote outback community.","https://www.cooberpedy.sa.gov.au","2026-03-10","","","","true","valid"
"City of Victor Harbor","Councils & Libraries","Victor Harbor","5211","SA","1 Bay Road Victor Harbor","City of Victor Harbor","(08) 8551 0500","council@victor.sa.gov.au","https://www.victor.sa.gov.au","","council;victor-harbor;fleurieu;regional","Local government for Victor Harbor; community events and promotion on Fleurieu Peninsula.","https://www.victor.sa.gov.au","2026-03-10","","","","true","valid"
"Copper Coast Council","Councils & Libraries","Kadina","5554","SA","51 Taylor Street Kadina","Copper Coast Council","(08) 8828 1200","info@coppercoast.sa.gov.au","https://www.coppercoast.sa.gov.au","","council;kadina;yorke-peninsula;regional","Council for Yorke Peninsula copper triangle; regional community engagement.","https://www.coppercoast.sa.gov.au","2026-03-10","","","","true","valid"
"Goodstart Early Learning Berri","Early Childhood & Family Services","Berri","5343","SA","Berri","Berri Barmera Council","1800 222 543","","https://www.goodstart.org.au","","early-childhood;childcare;berri;riverland","Early childhood centre in Berri; connects with young families in Riverland.","https://www.goodstart.org.au","2026-03-10","","","","true","missing"
"Children's Centre for Early Childhood Development Murray Bridge","Early Childhood & Family Services","Murray Bridge","5253","SA","Murray Bridge","Rural City of Murray Bridge","(08) 8539 1100","","","","early-childhood;family;murray-bridge;regional","Early childhood centre in Murray Bridge; family services hub for Murraylands region.","","2026-03-10","","","","true","missing"
"KidsFirst SA (Ceduna)","Early Childhood & Family Services","Ceduna","5690","SA","Ceduna","District Council of Ceduna","1800 543 774","","https://www.kidsfirstsa.com.au","","early-childhood;ceduna;remote;family","Early childhood support in Ceduna; connects with families in far west SA.","https://www.kidsfirstsa.com.au","2026-03-10","","","","true","missing"
"headspace Edinburgh North","Youth Services","Edinburgh North","5113","SA","Edinburgh North","City of Salisbury","(08) 8209 0700","","https://headspace.org.au/headspace-centres/edinburgh-north/","","youth;mental-health;northern-adelaide","Youth mental health service in northern Adelaide; outreach to young people and families.","https://headspace.org.au/headspace-centres/edinburgh-north/","2026-03-10","","","","true","missing"
"Youth Inc (Berri)","Youth Services","Berri","5343","SA","Berri","Berri Barmera Council","(08) 8582 1555","","","","youth;berri;riverland;regional","Youth services in Berri; outreach to young people in Riverland region.","","2026-03-10","","","","true","missing"
