"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"Darwin Community Television (SBS Darwin / Channel 44)","Local Media & Community Promotion Channels","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8999 6000","","https://www.sbs.com.au","https://www.sbs.com.au/aboutus/contact","media;tv;darwin;multicultural;community-promotion","SBS multicultural television in Darwin; community promotion channel particularly useful for reaching CALD communities and diverse families for autism workshop promotion.","https://www.sbs.com.au","2026-03-10","SBS coverage in NT includes multicultural programming relevant to diverse communities.","","","true","missing"
"NDIS (National Disability Insurance Agency) NT — Darwin Office","Disability & NDIS Services","Darwin","0800","NT","Level 5 39 Woods Street Darwin","City of Darwin","1800 800 110","","https://www.ndis.gov.au","https://www.ndis.gov.au/contact","ndis;disability;government;darwin","The federal NDIS office serving NT participants; key point of contact for reaching NDIS-funded families of autistic people across Darwin and Top End.","https://www.ndis.gov.au","2026-03-10","Darwin office manages NT NDIS participants; important for professional network outreach.","","","true","missing"
"VALID NT (Voices for Life — self-advocacy)","Disability & NDIS Services","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8985 6222","info@valid.org.au","https://www.valid.org.au","","disability;self-advocacy;ndis;community","Disability self-advocacy organisation with NT community networks; promotes inclusion and participation for people with disability including autism.","https://www.valid.org.au","2026-03-10","VALID is based in Victoria but supports self-advocacy across Australia including NT.","","","true","valid"
"DisabilityACT (Roundabout Darwin — disability equipment library)","Disability & NDIS Services","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8985 3550","info@roundaboutdarwin.org.au","https://www.roundaboutdarwin.org.au","","disability;equipment;community;ndis","Disability equipment library and community hub for Darwin families with disability; connected to NDIS families and autism community through equipment lending and peer networks.","https://www.roundaboutdarwin.org.au","2026-03-10","Community-run disability equipment library serving Darwin region.","","","true","valid"
"Castaways NT (disability day programs)","Disability & NDIS Services","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8985 6800","info@castaways.org.au","https://www.castaways.org.au","","disability;day-programs;ndis;community;autism","Day programs for adults with disability including autism in Darwin; participant and family networks relevant to autism workshop outreach.","https://www.castaways.org.au","2026-03-10","NT disability day programs provider; NDIS registered.","","","true","valid"
"AMAZE (Autism Victoria) — NT Affiliate Network","Disability & NDIS Services","Darwin","0800","NT","Darwin NT","City of Darwin","1300 308 699","info@amaze.org.au","https://www.amaze.org.au","","autism;disability;advocacy;network","National autism peak body with community networks reaching NT; professional and community information channel for autism workshop promotion.","https://www.amaze.org.au","2026-03-10","Primarily Vic-based but relevant national autism peak body for NT outreach.","","","true","valid"
"Darwin Paediatric Therapy Centre","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8948 2111","admin@darwinpaediatrictherapy.com.au","https://www.darwinpaediatrictherapy.com.au","","allied-health;paediatric;ot;speech;psychology;ndis","Paediatric allied health clinic in Darwin providing OT, speech and psychology; direct referral network to families of children with autism across Darwin.","https://www.darwinpaediatrictherapy.com.au","2026-03-10","NDIS registered paediatric therapy services.","","","true","valid"
"Outback Kids Therapy (Alice Springs)","Allied Health (OT, Speech, Psych)","Alice Springs","0870","NT","Alice Springs NT","Alice Springs Town Council","(08) 8953 5577","info@outbackkidstherapy.com.au","https://www.outbackkidstherapy.com.au","","allied-health;ot;speech;paediatric;alice-springs;ndis","Allied health clinic for children in Alice Springs providing OT and speech services; professional partner for autism workshop referrals in central NT.","https://www.outbackkidstherapy.com.au","2026-03-10","Key paediatric allied health provider in central NT.","","","true","valid"
"Top End Speech Pathology","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8981 5177","info@topendsp.com.au","https://www.topendsp.com.au","","allied-health;speech;communication;paediatric;ndis","Speech pathology clinic in Darwin specialising in communication disorders including autism; professional referral network connecting to families of autistic children.","https://www.topendsp.com.au","2026-03-10","NDIS registered speech pathology practice.","","","true","valid"
"NT Psychology Services (Darwin)","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8941 3344","reception@ntpsychology.com.au","https://www.ntpsychology.com.au","","psychology;autism;ndis;assessment;darwin","Psychology services in Darwin providing autism assessments and support; direct referral pathway to families of autistic people across Top End NT.","https://www.ntpsychology.com.au","2026-03-10","NDIS registered; autism-specific psychology services in NT.","","","true","valid"
"Scope NT (Allied Health and Disability Services)","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin NT","City of Darwin","1300 472 673","info@scopeaust.org.au","https://www.scopeaust.org.au","","allied-health;disability;speech;ot;ndis;autism","National disability and allied health provider with NT operations; OT and speech services for people with autism; professional referral network.","https://www.scopeaust.org.au","2026-03-10","Scope (formerly Yooralla) has national reach including NT; disability communication specialists.","","","true","valid"
"Palmerston Senior College","Schools & Education Networks (non-school orgs)","Palmerston","0830","NT","6 Temple Terrace Palmerston","City of Palmerston","(08) 8935 6400","palmerston.senior.college@education.nt.gov.au","https://palmerstonseniorcollege.nt.edu.au","","school;senior;palmerston;education","Senior secondary school in Palmerston; gateway to young people with autism and their families in the growing Palmerston community.","https://palmerstonseniorcollege.nt.edu.au","2026-03-10","Largest senior college in Palmerston; significant student population.","","","true","valid"
"Sanderson Middle School (Darwin)","Schools & Education Networks (non-school orgs)","Karama","0812","NT","105 Nemarluk Drive Karama","City of Darwin","(08) 8922 6300","sanderson.middle@education.nt.gov.au","https://sandersonms.nt.edu.au","","school;middle;darwin;education","Middle school in Darwin's northern suburbs; school community network reaching families of students with autism in Darwin.","https://sandersonms.nt.edu.au","2026-03-10","Serves Karama and northern Darwin suburbs.","","","true","valid"
"Nemarluk School (Special Education — Darwin)","Schools & Education Networks (non-school orgs)","Nightcliff","0810","NT","Trower Road Nightcliff","City of Darwin","(08) 8922 6900","nemarluk.school@education.nt.gov.au","https://nemarluk.nt.edu.au","","school;special-education;autism;disability;darwin","NT specialist school for students with disability and complex learning needs including autism; primary school partner for autism workshop promotion to families.","https://nemarluk.nt.edu.au","2026-03-10","Key specialist school in Darwin for autism and complex disability; families directly relevant to workshops.","","","true","valid"
"Henbury School (Special Education — Alice Springs)","Schools & Education Networks (non-school orgs)","Alice Springs","0870","NT","Milner Road Alice Springs","Alice Springs Town Council","(08) 8950 5100","henbury.school@education.nt.gov.au","https://henbury.nt.edu.au","","school;special-education;autism;disability;alice-springs","Specialist school for students with disability in Alice Springs; key partner for autism workshop promotion to families in central NT.","https://henbury.nt.edu.au","2026-03-10","Central NT specialist school; families directly relevant to autism workshops.","","","true","valid"
"NT Teacher Education Council (NTTEC)","Schools & Education Networks (non-school orgs)","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8999 5673","nttec@education.nt.gov.au","https://education.nt.gov.au","","education;teachers;professional;network;nt","NT teacher professional network; communication channel to educators supporting students with autism across NT schools.","https://education.nt.gov.au","2026-03-10","Professional educator network across NT; useful for promoting autism workshops to education professionals.","","","true","valid"
"YWCA Darwin","Multicultural & Settlement Services","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8981 4833","info@ywcadarwin.org.au","https://www.ywcadarwin.org.au","","women;multicultural;community;family;settlement","Supports women and families from diverse backgrounds in Darwin; multicultural and family networks relevant to autism workshop promotion among CALD communities.","https://www.ywcadarwin.org.au","2026-03-10","Darwin YWCA focuses on women and families from multicultural communities.","","","true","valid"
"Karen Community Association NT","Multicultural & Settlement Services","Darwin","0800","NT","Darwin NT","City of Darwin","","karencommunitynt@gmail.com","","","multicultural;karen;refugee;settlement;darwin","Community association for Karen (Myanmar) community in Darwin; culturally appropriate channel for autism workshop outreach to one of Darwin's largest refugee communities.","https://www.mcnt.org.au","2026-03-10","Karen community is one of Darwin's largest refugee groups; peer-to-peer community outreach.","","","true","valid"
"Darwin Islamic Education Centre","Multicultural & Settlement Services","Millner","0810","NT","Millner NT","City of Darwin","(08) 8985 4788","info@darwinislam.org.au","https://www.darwinislam.org.au","","multicultural;islamic;faith;community;darwin","Islamic community centre in Darwin; faith-based community network for reaching Muslim families from diverse backgrounds for culturally safe autism workshop promotion.","https://www.darwinislam.org.au","2026-03-10","Serves Darwin's Muslim community including Malay, Indonesian, African and Middle Eastern communities.","","","true","valid"
"Chinese Community Association of the NT","Multicultural & Settlement Services","Darwin","0800","NT","Darwin NT","City of Darwin","(08) 8981 3078","ccant@hotmail.com","","","multicultural;chinese;community;darwin;cald","Chinese community association in NT; peer network for reaching Chinese-speaking families in Darwin for autism workshop promotion in CALD communities.","https://www.mcnt.org.au","2026-03-10","One of Darwin's longest-established multicultural community associations.","","","true","valid"
"Settlement Services International (SSI) NT","Multicultural & Settlement Services","Darwin","0800","NT","Darwin NT","City of Darwin","1300 781 763","nt@ssi.org.au","https://www.ssi.org.au","https://www.ssi.org.au/contact/","settlement;refugee;multicultural;family;ndis","Major refugee and migrant settlement service with NT operations; gateway to newly arrived families who may have children with autism and benefit from workshops.","https://www.ssi.org.au","2026-03-10","SSI delivers NDIS access and refugee settlement services in NT.","","","true","valid"
"Nhulunbuy Community Centre","Community Centres & Neighbourhood Houses","Nhulunbuy","0880","NT","Matthew Flinders Way Nhulunbuy","East Arnhem Regional Council","(08) 8987 0250","","https://www.eastarnhem.nt.gov.au","","community;nhulunbuy;remote","Community hub for Nhulunbuy and East Arnhem families; venue and promotion for remote workshops.","https://www.eastarnhem.nt.gov.au","2026-03-10","","","","true","missing"
"Tennant Creek Women's Refuge","Parent/Carer Support Organisations","Tennant Creek","0860","NT","Tennant Creek","Barkly Regional Council","(08) 8962 2775","","","","women;family;tennant-creek;remote","Supports women and families in Tennant Creek; connects with vulnerable families in remote Barkly region.","","2026-03-10","","","","true","missing"
"Tennant Creek Youth Activity Centre","Youth Services","Tennant Creek","0860","NT","Tennant Creek","Barkly Regional Council","(08) 8962 1654","","","","youth;tennant-creek;remote","Youth programs in Tennant Creek; outreach to young people and families in Barkly region.","","2026-03-10","","","","true","missing"
"Jabiru Area School","Schools & Education Networks (non-school orgs)","Jabiru","0886","NT","Flinders Street Jabiru","West Arnhem Regional Council","(08) 8979 2166","jabiru.area.school@education.nt.gov.au","https://jabiru.nt.edu.au","","school;jabiru;remote;education","School community in Jabiru; connects with families in West Arnhem region.","https://jabiru.nt.edu.au","2026-03-10","","","","true","valid"
"Nhulunbuy Primary School","Schools & Education Networks (non-school orgs)","Nhulunbuy","0880","NT","Franklyn Street Nhulunbuy","East Arnhem Regional Council","(08) 8987 1044","nhulunbuy.primary@education.nt.gov.au","https://nhulunbuy.nt.edu.au","","school;nhulunbuy;remote;education","Primary school in Nhulunbuy; gateway to families with young children in East Arnhem.","https://nhulunbuy.nt.edu.au","2026-03-10","","","","true","valid"
"Wadeye Community Education Centre","Schools & Education Networks (non-school orgs)","Wadeye","0822","NT","Wadeye","Victoria Daly Regional Council","(08) 8978 2477","","","","school;wadeye;remote;aboriginal","Remote community school in Wadeye; connects with Aboriginal families in Daly region.","","2026-03-10","","","","true","missing"
"Tennant Creek Primary School","Schools & Education Networks (non-school orgs)","Tennant Creek","0860","NT","Windley Street Tennant Creek","Barkly Regional Council","(08) 8962 2155","tennant.creek.primary@education.nt.gov.au","https://tennantcreekps.nt.edu.au","","school;tennant-creek;remote;education","Primary school in Tennant Creek; family engagement in Barkly region.","https://tennantcreekps.nt.edu.au","2026-03-10","","","","true","valid"
"Goodstart Early Learning Darwin","Early Childhood & Family Services","Stuart Park","0820","NT","6 McMinn Street Stuart Park","City of Darwin","(08) 8981 8820","","https://www.goodstart.org.au","","early-childhood;childcare;darwin","Major early childhood provider in Darwin; parent engagement for families with young children.","https://www.goodstart.org.au","2026-03-10","","","","true","missing"
"KU Children's Services Alice Springs","Early Childhood & Family Services","Alice Springs","0870","NT","Alice Springs","Alice Springs Town Council","(02) 9268 3900","","https://www.ku.com.au","","early-childhood;childcare;alice-springs","Early childhood service in Alice Springs; connects with families of young children in central NT.","https://www.ku.com.au","2026-03-10","","","","true","missing"
"Families as First Teachers (FaFT) NT","Early Childhood & Family Services","Darwin","0800","NT","Darwin","City of Darwin","(08) 8999 3643","","https://education.nt.gov.au/parents-and-community/families-as-first-teachers","","early-childhood;aboriginal;family;government","NT Government program supporting Aboriginal families with young children; critical early childhood outreach network.","https://education.nt.gov.au","2026-03-10","","","","true","missing"
"Nhulunbuy Baptist Church","Faith-Based Community Organisations","Nhulunbuy","0880","NT","Nhulunbuy","East Arnhem Regional Council","(08) 8987 1799","","","","faith;community;nhulunbuy;remote","Faith community in Nhulunbuy; outreach channel for remote East Arnhem families.","","2026-03-10","","","","true","missing"
"Alice Springs Baptist Church Community Hub","Faith-Based Community Organisations","Alice Springs","0870","NT","9 Warburton Street Alice Springs","Alice Springs Town Council","(08) 8952 1884","","https://www.alicebaptist.org.au","","faith;community;alice-springs","Faith community hub in Alice Springs; family networks for central NT outreach.","https://www.alicebaptist.org.au","2026-03-10","","","","true","missing"
"Katherine PCYC","Youth Services","Katherine","0850","NT","Katherine","Katherine Town Council","(08) 8972 3122","","https://www.pcyc.org.au","","youth;sport;katherine;police","Youth programs in Katherine; outreach to young people and families in Big Rivers region.","https://www.pcyc.org.au","2026-03-10","","","","true","missing"
"PCYC Darwin","Youth Services","Darwin","0800","NT","McMinn Street Darwin","City of Darwin","(08) 8941 8842","","https://www.pcyc.org.au","","youth;sport;darwin;police","Youth recreation and support programs in Darwin; connects with young people and families.","https://www.pcyc.org.au","2026-03-10","","","","true","missing"
"Victoria Daly Regional Council","Councils & Libraries","Wadeye","0822","NT","Wadeye","Victoria Daly Regional Council","(08) 8978 2522","info@victoriadaly.nt.gov.au","https://www.victoriadaly.nt.gov.au","","council;wadeye;remote","Regional council for Daly region including Wadeye; remote community outreach.","https://www.victoriadaly.nt.gov.au","2026-03-10","","","","true","valid"
"Tiwi Islands Regional Council","Councils & Libraries","Wurrumiyanga","0822","NT","Wurrumiyanga Bathurst Island","Tiwi Islands Regional Council","(08) 8970 9700","reception@tiwiislands.nt.gov.au","https://www.tiwiislands.nt.gov.au","","council;tiwi;remote;aboriginal","Regional council for Tiwi Islands; outreach to remote island community.","https://www.tiwiislands.nt.gov.au","2026-03-10","","","","true","valid"
"Swimming NT","Sport, Recreation & Inclusion Programs","Darwin","0800","NT","Darwin","City of Darwin","(08) 8927 0577","info@nt.swimming.org.au","https://www.nt.swimming.org.au","","sport;swimming;inclusion;youth","Swimming NT with inclusive programs; sport and recreation network for families.","https://www.nt.swimming.org.au","2026-03-10","","","","true","valid"
"Basketball NT","Sport, Recreation & Inclusion Programs","Darwin","0800","NT","Marrara Sporting Complex Darwin","City of Darwin","(08) 8985 1217","info@basketballnt.com.au","https://www.basketballnt.com.au","","sport;basketball;inclusion;youth","Territory basketball with community programs; sport inclusion for young people with disability.","https://www.basketballnt.com.au","2026-03-10","","","","true","valid"
"Tennant Creek Community Centre","Community Centres & Neighbourhood Houses","Tennant Creek","0860","NT","Peko Road Tennant Creek","Barkly Regional Council","(08) 8962 1281","","","","community;tennant-creek;remote","Community hub for Tennant Creek; venue and promotion for Barkly region workshops.","","2026-03-10","","","","true","missing"
"Wadeye Safe House","Parent/Carer Support Organisations","Wadeye","0822","NT","Wadeye","Victoria Daly Regional Council","(08) 8978 2360","","","","women;family;wadeye;remote;aboriginal","Family safety service in remote Wadeye; connects with vulnerable Aboriginal families.","","2026-03-10","","","","true","missing"
"Autism Spectrum Australia (Aspect) — NT","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","1800 277 328","customerservice@autismspectrum.org.au","https://www.autismspectrum.org.au","https://www.autismspectrum.org.au/contact-us","autism;NDIS;therapy;early-intervention;NT","Australia's largest autism-specific service provider; delivers support to autistic people and families across NT.","https://www.autismspectrum.org.au","2026-03-10","Aspect operates nationally; NT families can access services and information via the national network.","","","true","valid"
"Down Syndrome Australia — NT","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","1300 881 935","info@downsyndrome.org.au","https://www.downsyndrome.org.au","https://www.downsyndrome.org.au/contact/","disability;down-syndrome;families;NT","National Down Syndrome organisation; NT families supported through national network; overlapping audience for autism workshops.","https://www.downsyndrome.org.au","2026-03-10","Down Syndrome Australia serves families nationally; NT does not have a dedicated state affiliate.","","","true","valid"
"Mutitjulu Community Health Service","Aboriginal & Torres Strait Islander Services","Mutitjulu","0872","NT","Mutitjulu Community, via Yulara","MacDonnell Regional Council","(08) 8956 2855","mutitjulu@cramsf.org.au","https://www.cramsf.org.au","","aboriginal-health;remote;community-controlled;NT","High","https://www.cramsf.org.au","2026-03-10","Community-controlled health service at Mutitjulu, near Uluru; remote NT hub","","","true","valid"
"Yulara Community Resource Centre","Community Centre / Neighbourhood House","Yulara","0872","NT","Yulara Drive, Yulara","MacDonnell Regional Council","(08) 8956 7474","","","","community;remote;tourism;CRC;NT","Medium","https://www.ntcoss.org.au","2026-03-10","Community services for Yulara and surrounding communities near Uluru","","","true","missing"
"Borroloola Health Clinic","Health & Wellbeing","Borroloola","0854","NT","Robinson Rd, Borroloola","Barkly Regional Council","(08) 8975 8754","","","","health;remote;clinic;gulf-country;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote government health clinic for Borroloola and McArthur River communities","","","true","missing"
"Garawa Native Title Corporation","Aboriginal & Torres Strait Islander Services","Borroloola","0854","NT","Borroloola Community, NT","Barkly Regional Council","(08) 8975 8755","","","https://www.oric.gov.au","aboriginal;native-title;remote;gulf-country;NT","Medium","https://www.oric.gov.au","2026-03-10","Garawa Aboriginal corporation serving gulf country communities","","","true","missing"
"Angurugu Community Health Centre","Health & Wellbeing","Angurugu","0822","NT","Angurugu Community, Groote Eylandt","East Arnhem Regional Council","(08) 8987 5211","","","","health;remote;island;Groote-Eylandt;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic on Groote Eylandt serving Anindilyakwa communities","","","true","missing"
"Anindilyakwa Land Council","Aboriginal & Torres Strait Islander Services","Alyangula","0822","NT","Smith St, Alyangula","East Arnhem Regional Council","(08) 8987 4000","admin@anindilyakwa.com.au","https://www.anindilyakwa.com.au","","aboriginal;land-council;remote;Groote-Eylandt;NT","High","https://www.anindilyakwa.com.au","2026-03-10","Land and sea council for Groote Eylandt; community trust and governance partner","","","true","valid"
"Galiwinku Health Clinic","Health & Wellbeing","Galiwinku","0822","NT","Galiwinku (Elcho Island), NT","East Arnhem Regional Council","(08) 8987 9270","","","","health;remote;island;Arnhem-Land;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Galiwinku (Elcho Island) and Yolngu communities","","","true","missing"
"Laynhapuy Homelands Health Service","Aboriginal & Torres Strait Islander Services","Yirrkala","0880","NT","Yirrkala Community, NE Arnhem Land","East Arnhem Regional Council","(08) 8987 2603","admin@laynha.com","https://www.laynha.com","","aboriginal-health;remote;Arnhem-Land;homelands;NT","High","https://www.laynha.com","2026-03-10","Community-controlled health for NE Arnhem Land homelands including Galiwinku area","","","true","valid"
"Maningrida Health Centre","Health & Wellbeing","Maningrida","0822","NT","Maningrida Community, NT","West Arnhem Regional Council","(08) 8979 5100","","","","health;remote;community;Arnhem-Land;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health centre for Maningrida and surrounding Arnhem Land communities","","","true","missing"
"Bawinanga Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Maningrida","0822","NT","Maningrida Community, NT","West Arnhem Regional Council","(08) 8979 5500","admin@bawinanga.com","https://www.bawinanga.com","","aboriginal;community;remote;Arnhem-Land;NT","High","https://www.bawinanga.com","2026-03-10","Major Arnhem Land corporation providing community and homelands services around Maningrida","","","true","valid"
"Gunbalanya (Oenpelli) Health Clinic","Health & Wellbeing","Gunbalanya","0822","NT","Gunbalanya Community, NT","West Arnhem Regional Council","(08) 8979 0001","","","","health;remote;community;West-Arnhem;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Gunbalanya and western Arnhem Land communities","","","true","missing"
"Kuninjku Association","Aboriginal & Torres Strait Islander Services","Gunbalanya","0822","NT","Gunbalanya Community, NT","West Arnhem Regional Council","(08) 8979 0229","","","https://www.oric.gov.au","aboriginal;community;remote;West-Arnhem;NT","Medium","https://www.oric.gov.au","2026-03-10","Kuninjku community corporation for Gunbalanya area","","","true","missing"
"Lajamanu Health Clinic","Health & Wellbeing","Lajamanu","0852","NT","Lajamanu Community, NT","Victoria-Daly Regional Council","(08) 8975 0755","","","","health;remote;clinic;Top-End;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Lajamanu and surrounding Tanami communities","","","true","missing"
"Yuendumu Health Clinic","Health & Wellbeing","Yuendumu","0872","NT","Yuendumu Community, NT","Central Desert Regional Council","(08) 8956 9920","","","","health;remote;clinic;Central-Desert;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Yuendumu and Warlpiri communities in the Tanami Desert","","","true","missing"
"Warlpiri Youth Development Aboriginal Corporation (WYDAC)","Aboriginal & Torres Strait Islander Services","Yuendumu","0872","NT","Yuendumu Community, NT","Central Desert Regional Council","(08) 8956 9802","admin@wydac.org.au","https://www.wydac.org.au","","aboriginal;youth;remote;Warlpiri;NT","High","https://www.wydac.org.au","2026-03-10","Youth and community development for Warlpiri communities around Yuendumu","","","true","valid"
"Hermannsburg Health Clinic","Health & Wellbeing","Hermannsburg","0872","NT","Hermannsburg Community, NT","MacDonnell Regional Council","(08) 8956 7411","","","","health;remote;clinic;West-MacDonnell;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote clinic for Hermannsburg (Ntaria) and West MacDonnell Ranges communities","","","true","missing"
"Ntaria Council (Hermannsburg)","Aboriginal & Torres Strait Islander Services","Hermannsburg","0872","NT","Hermannsburg Community, NT","MacDonnell Regional Council","(08) 8956 7466","admin@ntaria.org.au","https://www.ntaria.org.au","","aboriginal;community;remote;West-MacDonnell;NT","High","https://www.ntaria.org.au","2026-03-10","Local Aboriginal council for Ntaria/Hermannsburg and surrounding homelands","","","true","valid"
"Ti Tree Health Centre","Health & Wellbeing","Ti Tree","0872","NT","Plenty Hwy, Ti Tree","Central Desert Regional Council","(08) 8956 9730","","","","health;remote;clinic;Central-Desert;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Ti Tree and Anmatjere communities on Plenty Highway","","","true","missing"
"Elliott Health Clinic","Health & Wellbeing","Elliott","0862","NT","Stuart Hwy, Elliott","Barkly Regional Council","(08) 8969 2065","","","","health;remote;clinic;Barkly;NT","High","https://www.health.nt.gov.au","2026-03-10","Remote health clinic for Elliott and surrounding Barkly region communities","","","true","missing"
"Sunrise Health Service Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Katherine","0850","NT","22 Second St, Katherine","Victoria-Daly Regional Council","(08) 8971 9300","admin@sunrisehealth.org.au","https://www.sunrisehealth.org.au","","aboriginal-health;remote;community-controlled;Katherine;NT","High","https://www.sunrisehealth.org.au","2026-03-10","Community-controlled health service for Katherine and Big Rivers region remote communities","","","true","valid"
"Wurli-Wurlinjang Health Service","Aboriginal & Torres Strait Islander Services","Katherine","0850","NT","23 Third St, Katherine","Victoria-Daly Regional Council","(08) 8971 9600","admin@wurli.org.au","https://www.wurli.org.au","","aboriginal-health;community-controlled;Katherine;NT","High","https://www.wurli.org.au","2026-03-10","Aboriginal community-controlled health service for Katherine region","","","true","valid"
"Anyinginyi Health Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Tennant Creek","0860","NT","Peko Rd, Tennant Creek","Barkly Regional Council","(08) 8962 4000","admin@anyinginyi.org.au","https://www.anyinginyi.org.au","","aboriginal-health;community-controlled;Barkly;remote;NT","High","https://www.anyinginyi.org.au","2026-03-10","Community-controlled health for Tennant Creek and Barkly region communities","","","true","valid"
"NT Remote Health Atlas","Health & Wellbeing","Darwin","0800","NT","PO Box 40596, Casuarina NT 0811","City of Darwin","1800 633 397","remote.health@nt.gov.au","https://www.health.nt.gov.au/professionals/nt-remote-health-atlas","","remote-health;NT;government;health-services","High","https://www.health.nt.gov.au","2026-03-10","NT Government coordination for remote health services; key reference for remote community outreach","","","true","valid"
"AMSANT (Aboriginal Medical Services Alliance NT)","Aboriginal & Torres Strait Islander Services","Darwin","0800","NT","PO Box 1624, Darwin NT 0801","City of Darwin","(08) 8944 6666","admin@amsant.org.au","https://www.amsant.org.au","https://www.amsant.org.au/contact-us/","aboriginal-health;ACCHO;peak-body;NT","High","https://www.amsant.org.au","2026-03-10","Peak body for Aboriginal community-controlled health services across NT; critical partner","","","true","valid"
"Top End Health Service Remote","Health & Wellbeing","Darwin","0800","NT","Royal Darwin Hospital, Rocklands Dr, Tiwi","City of Darwin","(08) 8922 8888","tehs@nt.gov.au","https://www.health.nt.gov.au","","health;Top-End;remote;government;NT","High","https://www.health.nt.gov.au","2026-03-10","NT Government health service coordinating remote health across the Top End","","","true","valid"
"Inclusion Australia — NT","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","1800 424 065","","https://www.inclusionaustralia.org.au","https://www.inclusionaustralia.org.au/contact/","intellectual-disability;inclusion;NDIS;national;advocacy;NT","National peak body for people with intellectual disability; key partner for autism and disability workshop promotion across NT.","https://www.inclusionaustralia.org.au","2026-03-10","Formerly National Council on Intellectual Disability; supports NT through national network.","","","true","missing"
"Children and Young People with Disability Australia (CYDA) — NT","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","(03) 9417 1228","cyda@cyda.org.au","https://www.cyda.org.au","https://www.cyda.org.au/contact/","disability;children;young-people;advocacy;national;NT","National peak body representing children and young people with disability across Australia including NT.","https://www.cyda.org.au","2026-03-10","CYDA advocates for NDIS and education access for children with disability across all states and territories.","","","true","valid"
"Carer Gateway — NT (Carers NT)","Parent/Carer Support Organisations","Darwin","0800","NT","PO Box 1374 Darwin NT 0801","City of Darwin","1800 422 737","info@carersnt.com.au","https://www.carergateway.gov.au","https://www.carergateway.gov.au/contact","carers;family;NDIS;government;NT;Carer Gateway","Federal Carer Gateway service delivered by Carers NT; refers carers including autism families to workshops and support services.","https://www.carergateway.gov.au","2026-03-10","Carers NT is the official Carer Gateway service delivery partner for the Northern Territory.","","","true","valid"
"NDIS Quality and Safeguards Commission — NT","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","1800 035 544","","https://www.ndiscommission.gov.au","https://www.ndiscommission.gov.au/contact","NDIS;quality;safeguards;regulation;government;NT","Regulates NDIS providers across Australia including NT; professional network relevant for autism service providers.","https://www.ndiscommission.gov.au","2026-03-10","NDIS Quality and Safeguards Commission oversees all NDIS registered providers nationally.","","","true","missing"
"Playgroup NT","Early Childhood & Family Services","Darwin","0800","NT","","City of Darwin","1800 171 882","","https://www.playgroupaustralia.com.au","https://www.playgroupaustralia.com.au/contact/","playgroup;early-childhood;parent-support;NT","Playgroup Australia's NT affiliate; connects with families of young children including those with disability; autism workshop outreach channel.","https://www.playgroupaustralia.com.au","2026-03-10","Playgroup NT groups are coordinated through Playgroup Australia's national network.","","","true","missing"
"Autism CRC — NT (national coverage)","Disability & NDIS Services","Darwin","0800","NT","","City of Darwin","(08) 6488 3700","info@autismcrc.com.au","https://www.autismcrc.com.au","https://www.autismcrc.com.au/contact","autism;research;CRC;evidence-based;NT","National autism research centre; evidence base for workshop content applicable to NT autism service providers and educators.","https://www.autismcrc.com.au","2026-03-10","Autism CRC is based at UWA in Perth but operates nationally including NT partnerships.","","","true","valid"
